stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,550,798;                                0.29%
                                    2;                                CLP HOLDINGS LIMITED;                                3,150,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,062,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,845,000;                                0.08%
                                    5;                                HSBC HOLDINGS PLC;                                1,006,356,629;                                4.95%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                8,060,500;                                0.37%
                                    8;                                PCCW LIMITED;                                7,288,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,348,000;                                0.09%
                                   11;                                HANG SENG BANK LTD;                                1,636,500;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,655,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                787,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                3,539,338;                                0.11%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                26,403,283;                                0.26%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,471,500;                                0.15%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                791,572;                                0.03%
                                   23;                                BANK OF EAST ASIA LTD;                                3,768,478;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,306,222;                                0.57%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,257,154;                                0.05%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                64,710,100;                                16.50%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                808,049;                                0.11%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                20,340,000;                                7.88%
                                   43;                                C.P. POKPHAND CO LTD;                                5,636,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,433,459;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                24,348,000;                                0.67%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,494,693;                                1.06%
                                   83;                                SINO LAND CO.LTD.;                                6,370,030;                                0.09%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,074,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,420,000;                                0.37%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,010,000;                                0.10%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                219,720,000;                                24.53%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,310,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                121,000;                                0.01%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                355,126,000;                                9.69%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                373,828,000;                                3.00%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                30,896,000;                                0.38%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,285,144,000;                                5.74%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,162,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                9,083,342;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,776,051;                                1.38%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                27,360,446;                                0.20%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                38,567,224;                                1.89%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                4,490,000;                                0.12%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                100,875,955;                                5.98%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                59,908,798;                                9.14%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                44,619,527;                                1.45%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                795,337,773;                                8.86%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                6,264,818;                                0.50%
                                  178;                                SA SA INTERNATIONAL HOLDINGS LIMITED;                                14,773,748;                                0.48%
                                  179;                                JOHNSON ELECTRIC HOLDINGS LIMITED;                                251,500;                                0.02%
                                  187;                                BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED;                                20,738,000;                                20.73%
                                  198;                                SMI HOLDINGS GROUP LIMITED;                                101,322,400;                                3.72%
                                  200;                                MELCO INTERNATIONAL DEVELOPMENT LIMITED;                                26,872,000;                                1.74%
                                  207;                                JOY CITY PROPERTY LIMITED;                                19,718,000;                                0.13%
                                  215;                                HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED;                                75,510,000;                                1.56%
                                  220;                                UNI-PRESIDENT CHINA HOLDINGS LTD.;                                28,944,489;                                0.66%
                                  241;                                ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;                                277,142,000;                                2.94%
                                  242;                                SHUN TAK HOLDINGS LIMITED;                                232,752,000;                                7.64%
                                  245;                                CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED;                                47,860,000;                                0.15%
                                  256;                                CITYCHAMP WATCH & JEWELLERY GROUP LIMITED;                                244,592,000;                                5.62%
                                  257;                                CHINA EVERBRIGHT INTERNATIONAL LIMITED;                                129,416,827;                                2.87%
                                  267;                                CITIC LIMITED;                                45,133,533;                                0.14%
                                  268;                                KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED;                                201,049,205;                                6.92%
                                  270;                                GUANGDONG INVESTMENT LIMITED;                                10,986,587;                                0.16%
                                  272;                                SHUI ON LAND LIMITED;                                603,565,096;                                7.48%
                                  279;                                FREEMAN FINTECH CORPORATION LIMITED;                                115,940,000;                                0.73%
                                  285;                                BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED;                                136,678,000;                                6.05%
                                  288;                                WH GROUP LIMITED;                                124,888,500;                                0.85%
                                  291;                                CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED;                                107,319,333;                                3.30%
                                  293;                                CATHAY PACIFIC AIRWAYS LTD;                                4,960,000;                                0.12%
                                  295;                                KONG SUN HOLDINGS LIMITED;                                39,900,000;                                0.26%
                                  297;                                SINOFERT HOLDINGS LIMITED;                                377,514,000;                                5.37%
                                  300;                                SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED;                                15,684,000;                                11.13%
                                  303;                                VTECH HOLDINGS LIMITED;                                316,500;                                0.11%
                                  308;                                CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED;                                135,450,200;                                2.48%
                                  315;                                SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED;                                1,841,534;                                0.15%
                                  316;                                ORIENT OVERSEAS (INTERNATIONAL) LIMITED;                                7,864,500;                                1.24%
                                  317;                                CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED;                                13,762,200;                                2.31%
                                  321;                                TEXWINCA HOLDINGS LIMITED;                                1,338,000;                                0.09%
                                  322;                                TINGYI (CAYMAN ISLANDS) HOLDING CORP.;                                8,020,000;                                0.13%
                                  323;                                MAANSHAN IRON & STEEL COMPANY LIMITED;                                80,786,000;                                4.65%
                                  327;                                PAX GLOBAL TECHNOLOGY LIMITED;                                17,632,000;                                1.59%
                                  330;                                ESPRIT HOLDINGS LIMITED;                                83,849,100;                                4.37%
                                  336;                                HUABAO INTERNATIONAL HOLDINGS LIMITED;                                190,878,100;                                6.13%
                                  337;                                GREENLAND HONG KONG HOLDINGS LIMITED;                                72,153,000;                                2.58%
                                  338;                                SINOPEC SHANGHAI PETROCHEMICAL COMPANY LIMITED;                                97,609,744;                                2.79%
                                  341;                                CAFE DE CORAL HOLDINGS LTD;                                72,000;                                0.00%
                                  345;                                VITASOY INTERNATIONAL HOLDINGS LTD;                                4,218,000;                                0.39%
                                  347;                                ANGANG STEEL COMPANY LIMITED;                                5,844,076;                                0.53%
                                  354;                                CHINASOFT INTERNATIONAL LIMITED;                                297,242,423;                                12.37%
                                  358;                                JIANGXI COPPER COMPANY LIMITED;                                63,293,581;                                4.55%
                                  363;                                SHANGHAI INDUSTRIAL HOLDINGS LIMITED;                                15,071,756;                                1.38%
                                  368;                                SINOTRANS SHIPPING LIMITED;                                91,157,167;                                2.28%
                                  371;                                BEIJING ENTERPRISES WATER GROUP LIMITED;                                301,655,487;                                3.42%
                                  378;                                FDG KINETIC LIMITED;                                12,084,000;                                0.17%
                                  384;                                CHINA GAS HOLDINGS LIMITED;                                16,944,149;                                0.33%
                                  386;                                CHINA PETROLEUM & CHEMICAL CORPORATION;                                328,448,672;                                1.28%
                                  388;                                HONG KONG EXCHANGES AND CLEARING LIMITED;                                14,376,210;                                1.15%
                                  390;                                CHINA RAILWAY GROUP LIMITED;                                257,574,299;                                6.12%
                                  392;                                BEIJING ENTERPRISES HOLDINGS LIMITED;                                80,946,982;                                6.41%
                                  400;                                COGOBUY GROUP;                                43,896,000;                                2.97%
                                  410;                                SOHO CHINA LIMITED;                                215,175,000;                                4.13%
                                  412;                                CHINA SHANDONG HI-SPEED FINANCIAL GROUP LIMITED;                                38,838,000;                                0.15%
                                  419;                                HUAYI TENCENT ENTERTAINMENT COMPANY LIMITED;                                264,520,000;                                1.95%
                                  425;                                MINTH GROUP LIMITED;                                85,519,000;                                
                                  439;                                KUANGCHI SCIENCE LIMITED;                                176,337,000;                                2.87%
                                  440;                                DAH SING FINANCIAL HOLDINGS LTD;                                1,131,200;                                0.33%
                                  451;                                GCL NEW ENERGY HOLDINGS LIMITED;                                173,728,000;                                0.91%
                                  460;                                SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD.;                                356,502,000;                                3.75%
                                  467;                                UNITED ENERGY GROUP LIMITED;                                24,552,000;                                0.09%
                                  468;                                GREATVIEW ASEPTIC PACKAGING COMPANY LIMITED;                                636,000;                                0.04%
                                  480;                                HKR INTERNATIONAL LTD;                                656,000;                                0.04%
                                  488;                                LAI SUN DEVELOPMENT COMPANY LIMITED-NEW;                                14,100;                                0.00%
                                  489;                                DONGFENG MOTOR GROUP COMPANY LIMITED;                                102,722,000;                                3.58%
                                  493;                                GOME RETAIL HOLDINGS LIMITED;                                1,882,326,000;                                8.72%
                                  494;                                LI & FUNG LIMITED;                                15,598,000;                                0.18%
                                  506;                                CHINA FOODS LIMITED;                                219,838,100;                                7.85%
                                  511;                                TELEVISION BROADCASTS LTD;                                1,226,600;                                0.27%
                                  522;                                ASM PACIFIC TECHNOLOGY LIMITED;                                18,408,138;                                4.50%
                                  525;                                GUANGSHEN RAILWAY COMPANY LIMITED;                                183,806,010;                                12.83%
                                  530;                                GOLDIN FINANCIAL HOLDINGS LIMITED;                                9,362,000;                                0.13%
                                  535;                                GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED;                                315,158,000;                                1.98%
                                  546;                                FUFENG GROUP LIMITED;                                112,884,000;                                4.43%
                                  547;                                DIGITAL DOMAIN HOLDINGS LIMITED;                                842,680,000;                                3.46%
                                  548;                                SHENZHEN EXPRESSWAY COMPANY LIMITED;                                116,390,000;                                15.56%
                                  551;                                YUE YUEN INDUSTRIAL (HOLDINGS) LIMITED;                                383,500;                                0.02%
                                  552;                                CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED;                                23,248,000;                                0.96%
                                  553;                                NANJING PANDA ELECTRONICS COMPANY LIMITED;                                74,880,000;                                30.93%
                                  563;                                SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED;                                19,628,000;                                0.40%
                                  564;                                ZHENGZHOU COAL MINING MACHINERY GROUP COMPANY LIMITED;                                59,524,300;                                24.46%
                                  566;                                HANERGY THIN FILM POWER GROUP LIMITED;                                658,879,000;                                1.57%
                                  568;                                SHANDONG MOLONG PETROLEUM MACHINERY COMPANY LIMITED;                                10,244,000;                                3.99%
                                  570;                                CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LIMITED;                                267,934,000;                                6.04%
                                  576;                                ZHEJIANG EXPRESSWAY CO., LTD.;                                14,676,839;                                1.01%
                                  579;                                BEIJING JINGNENG CLEAN ENERGY CO., LIMITED;                                210,744,000;                                8.93%
                                  581;                                CHINA ORIENTAL GROUP COMPANY LIMITED;                                75,522,000;                                2.13%
                                  586;                                CHINA CONCH VENTURE HOLDINGS LIMITED;                                45,541,900;                                2.51%
                                  588;                                BEIJING NORTH STAR COMPANY LIMITED;                                127,428,000;                                18.02%
                                  590;                                LUK FOOK HOLDINGS (INTERNATIONAL) LIMITED;                                648,000;                                0.10%
                                  598;                                SINOTRANS LIMITED;                                85,601,000;                                3.99%
                                  604;                                SHENZHEN INVESTMENT LIMITED;                                306,799,972;                                3.80%
                                  606;                                CHINA AGRI-INDUSTRIES HOLDINGS LIMITED;                                237,988,597;                                4.52%
                                  607;                                FULLSHARE HOLDINGS LIMITED;                                4,342,407,500;                                22.00%
                                  636;                                KERRY LOGISTICS NETWORK LIMITED;                                1,459,500;                                0.07%
                                  639;                                SHOUGANG FUSHAN RESOURCES GROUP LIMITED;                                194,640,000;                                3.66%
                                  656;                                FOSUN INTERNATIONAL LIMITED;                                446,886,883;                                5.20%
                                  658;                                CHINA HIGH SPEED TRANSMISSION EQUIPMENT GROUP CO., LTD.;                                199,523,000;                                12.19%
                                  659;                                NWS HOLDINGS LIMITED;                                1,879,731;                                0.04%
                                  665;                                HAITONG INTERNATIONAL SECURITIES GROUP LIMITED;                                266,099,886;                                4.82%
                                  669;                                TECHTRONIC INDUSTRIES CO. LTD.;                                792,350;                                0.04%
                                  670;                                CHINA EASTERN AIRLINES CORPORATION LIMITED;                                476,812,000;                                10.23%
                                  680;                                NAN HAI CORPORATION LIMITED;                                1,687,000,000;                                2.44%
                                  683;                                KERRY PROPERTIES LIMITED;                                1,915,000;                                0.12%
                                  686;                                PANDA GREEN ENERGY GROUP LIMITED;                                46,310,000;                                0.48%
                                  687;                                HONG KONG INTERNATIONAL CONSTRUCTION INVESTMENT MANAGEMENT GROUP CO., LIMITED;                                3,738,000;                                0.10%
                                  688;                                CHINA OVERSEAS LAND & INVESTMENT LIMITED;                                189,328,647;                                1.72%
                                  691;                                CHINA SHANSHUI CEMENT GROUP LIMITED;                                1,695,000;                                0.05%
                                  694;                                BEIJING CAPITAL INTERNATIONAL AIRPORT COMPANY LIMITED;                                25,410,845;                                1.34%
                                  696;                                TRAVELSKY TECHNOLOGY LIMITED;                                27,820,982;                                2.97%
                                  698;                                TONGDA GROUP HOLDINGS LIMITED;                                83,848,500;                                1.38%
                                  699;                                CAR INC.;                                109,115,000;                                5.01%
                                  700;                                TENCENT HOLDINGS LIMITED;                                165,197,297;                                1.73%
                                  709;                                GIORDANO INTERNATIONAL LIMITED;                                1,230,000;                                0.07%
                                  715;                                CHINA OCEANWIDE HOLDINGS LIMITED;                                1,064,000;                                0.00%
                                  718;                                TAI UNITED HOLDINGS LIMITED;                                22,540,000;                                0.42%
                                  719;                                SHANDONG XINHUA PHARMACEUTICAL COMPANY LIMITED;                                41,886,000;                                27.92%
                                  721;                                CHINA FINANCIAL INTERNATIONAL INVESTMENTS LIMITED;                                529,510,000;                                4.82%
                                  728;                                CHINA TELECOM CORPORATION LIMITED;                                267,843,446;                                1.92%
                                  729;                                FDG ELECTRIC VEHICLES LIMITED;                                971,630,000;                                4.33%
                                  732;                                TRULY INTERNATIONAL HOLDINGS LIMITED;                                505,786,000;                                16.20%
                                  735;                                CHINA POWER CLEAN ENERGY DEVELOPMENT COMPANY LIMITED;                                48,961,500;                                4.12%
                                  737;                                HOPEWELL HIGHWAY INFRASTRUCTURE LIMITED -HKD TRADED SHARES;                                1,684,500;                                0.05%
                                  751;                                SKYWORTH DIGITAL HOLDINGS LIMITED;                                139,111,521;                                4.53%
                                  753;                                AIR CHINA LIMITED;                                346,034,640;                                7.57%
                                  754;                                HOPSON DEVELOPMENT HOLDINGS LIMITED;                                27,794,000;                                1.24%
                                  762;                                CHINA UNICOM (HONG KONG) LIMITED;                                235,159,971;                                0.97%
                                  763;                                ZTE CORPORATION;                                119,293,587;                                15.78%
                                  775;                                CK LIFE SCIENCES INT'L., (HOLDINGS) INC.;                                48,498,000;                                0.50%
                                  777;                                NETDRAGON WEBSOFT HOLDINGS LIMITED;                                8,418,511;                                1.56%
                                  787;                                GLOBAL BRANDS GROUP HOLDING LIMITED;                                305,682,000;                                3.56%
                                  799;                                IGG INC;                                90,891,582;                                6.73%
                                  806;                                VALUE PARTNERS GROUP LIMITED;                                41,516,000;                                2.23%
                                  811;                                XINHUA WINSHARE PUBLISHING AND MEDIA CO., LTD.;                                40,180,000;                                9.08%
                                  813;                                SHIMAO PROPERTY HOLDINGS LIMITED;                                8,675,500;                                0.25%
                                  816;                                HUADIAN FUXIN ENERGY CORPORATION LIMITED;                                38,786,000;                                1.50%
                                  817;                                CHINA JINMAO HOLDINGS GROUP LIMITED;                                704,730,000;                                6.60%
                                  819;                                TIANNENG POWER INTERNATIONAL LIMITED;                                33,244,000;                                2.95%
                                  829;                                SHENGUAN HOLDINGS (GROUP) LIMITED;                                176,472,000;                                5.41%
                                  836;                                CHINA RESOURCES POWER HOLDINGS COMPANY LIMITED;                                35,860,347;                                0.74%
                                  845;                                GLORIOUS PROPERTY HOLDINGS LIMITED;                                7,128,000;                                0.09%
                                  846;                                MINGFA GROUP (INTERNATIONAL) COMPANY LIMITED;                                5,261,000;                                0.08%
                                  853;                                MICROPORT SCIENTIFIC CORPORATION;                                18,117,413;                                1.24%
                                  855;                                CHINA WATER AFFAIRS GROUP LIMITED;                                169,272,000;                                10.57%
                                  857;                                PETROCHINA COMPANY LIMITED;                                699,106,771;                                3.31%
                                  861;                                DIGITAL CHINA HOLDINGS LIMITED;                                705,642,400;                                42.06%
                                  867;                                CHINA MEDICAL SYSTEM HOLDINGS LIMITED;                                48,384,290;                                1.93%
                                  868;                                XINYI GLASS HOLDINGS LIMITED;                                75,346,000;                                1.87%
                                  874;                                GUANGZHOU BAIYUNSHAN PHARMACEUTICAL HOLDINGS CO., LTD.;                                57,266,000;                                26.03%
                                  880;                                SJM HOLDINGS LIMITED;                                173,094,010;                                3.05%
                                  881;                                ZHONGSHENG GROUP HOLDINGS LIMITED;                                73,052,126;                                3.22%
                                  883;                                CNOOC LIMITED;                                58,225,865;                                0.12%
                                  884;                                CIFI HOLDINGS (GROUP) CO. LTD.;                                390,119,605;                                5.15%
                                  885;                                RENTIAN TECHNOLOGY HOLDINGS LIMITED;                                5,670,000;                                0.05%
                                  895;                                DONGJIANG ENVIRONMENTAL COMPANY LIMITED;                                37,577,684;                                18.77%
                                  902;                                HUANENG POWER INTERNATIONAL, INC.;                                654,047,386;                                13.91%
                                  911;                                QIANHAI HEALTH HOLDINGS LIMITED;                                1,172,595,000;                                6.88%
                                  914;                                ANHUI CONCH CEMENT COMPANY LIMITED;                                18,849,137;                                1.44%
                                  916;                                CHINA LONGYUAN POWER GROUP CORPORATION LIMITED;                                104,802,000;                                3.13%
                                  921;                                HISENSE KELON ELECTRICAL HOLDINGS COMPANY LIMITED;                                57,056,000;                                12.41%
                                  931;                                CHINA LNG GROUP LIMITED;                                113,334,000;                                2.00%
                                  933;                                BRIGHTOIL PETROLEUM (HOLDINGS) LIMITED;                                25,254,000;                                0.24%
                                  934;                                SINOPEC KANTONS HOLDINGS LIMITED;                                119,114,000;                                4.78%
                                  939;                                CHINA CONSTRUCTION BANK CORPORATION;                                9,862,504,488;                                4.09%
                                  941;                                CHINA MOBILE LIMITED;                                24,275,607;                                0.11%
                                  951;                                CHAOWEI POWER HOLDINGS LIMITED;                                57,738,000;                                5.21%
                                  958;                                HUANENG RENEWABLES CORPORATION LIMITED;                                423,844,606;                                8.41%
                                  960;                                LONGFOR PROPERTIES CO. LTD.;                                200,037,846;                                3.38%
                                  966;                                CHINA TAIPING INSURANCE HOLDINGS COMPANY LIMITED;                                353,365,049;                                9.83%
                                  967;                                SOUND GLOBAL LTD.;                                289,000;                                0.01%
                                  968;                                XINYI SOLAR HOLDINGS LIMITED;                                81,715,662;                                1.09%
                                  976;                                CHIHO ENVIRONMENTAL GROUP LIMITED;                                89,438,000;                                5.57%
                                  978;                                CHINA MERCHANTS LAND LIMITED;                                43,510,000;                                0.88%
                                  981;                                SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION;                                788,858,501;                                16.90%
                                  991;                                DATANG INTERNATIONAL POWER GENERATION CO.,LTD.;                                287,224,000;                                8.65%
                                  992;                                LENOVO GROUP LIMITED;                                207,404,893;                                1.72%
                                  995;                                ANHUI EXPRESSWAY COMPANY LIMITED;                                41,164,000;                                8.34%
                                  996;                                CARNIVAL GROUP INTERNATIONAL HOLDINGS LIMITED;                                47,712,500;                                0.21%
                                  998;                                CHINA CITIC BANK CORPORATION LIMITED;                                2,870,263,800;                                19.27%
                                 1030;                                FUTURE LAND DEVELOPMENT HOLDINGS LIMITED;                                361,934,000;                                6.39%
                                 1031;                                KINGSTON FINANCIAL GROUP LIMITED;                                2,554,000;                                0.01%
                                 1033;                                SINOPEC OILFIELD SERVICE CORPORATION;                                352,498,000;                                16.78%
                                 1038;                                CK INFRASTRUCTURE HOLDINGS LIMITED;                                6,987,000;                                0.25%
                                 1044;                                HENGAN INTERNATIONAL GROUP COMPANY LIMITED;                                7,426,175;                                0.60%
                                 1052;                                YUEXIU TRANSPORT INFRASTRUCTURE LIMITED;                                4,184,000;                                0.25%
                                 1053;                                CHONGQING IRON & STEEL COMPANY LIMITED;                                78,516,000;                                14.59%
                                 1055;                                CHINA SOUTHERN AIRLINES COMPANY LIMITED;                                634,988,097;                                20.70%
                                 1057;                                ZHEJIANG SHIBAO COMPANY LIMITED;                                8,648,000;                                3.98%
                                 1060;                                ALIBABA PICTURES GROUP LIMITED;                                1,599,804,620;                                6.27%
                                 1065;                                TIANJIN CAPITAL ENVIRONMENTAL PROTECTION GROUP COMPANY LIMITED;                                53,898,200;                                15.84%
                                 1066;                                SHANDONG WEIGAO GROUP MEDICAL POLYMER COMPANY LIMITED;                                24,895,283;                                1.31%
                                 1068;                                CHINA YURUN FOOD GROUP LIMITED;                                25,197,000;                                1.38%
                                 1070;                                TCL MULTIMEDIA TECHNOLOGY HOLDINGS LIMITED;                                14,507,000;                                0.83%
                                 1071;                                HUADIAN POWER INTERNATIONAL CORPORATION LIMITED;                                410,846,000;                                23.91%
                                 1072;                                DONGFANG ELECTRIC CORPORATION LIMITED;                                76,040,010;                                22.36%
                                 1076;                                IMPERIAL PACIFIC INTERNATIONAL HOLDINGS LIMITED;                                756,460,000;                                0.52%
                                 1083;                                TOWNGAS CHINA COMPANY LIMITED;                                8,307,085;                                0.29%
                                 1088;                                CHINA SHENHUA ENERGY COMPANY LIMITED;                                310,337,573;                                9.12%
                                 1093;                                CSPC PHARMACEUTICAL GROUP LIMITED;                                379,803,521;                                6.07%
                                 1097;                                I-CABLE COMMUNICATIONS LIMITED;                                1,213,699;                                0.01%
                                 1098;                                ROAD KING INFRASTRUCTURE LIMITED;                                8,957,000;                                1.19%
                                 1099;                                SINOPHARM GROUP CO. LTD.;                                37,078,420;                                3.10%
                                 1108;                                LUOYANG GLASS COMPANY LIMITED;                                57,792,000;                                23.11%
                                 1109;                                CHINA RESOURCES LAND LIMITED;                                127,555,392;                                1.83%
                                 1111;                                CHONG HING BANK LIMITED;                                1,368,500;                                0.20%
                                 1112;                                HELATH AND HAPPINESS (H&H) INTERNATIONAL HOLDINGS LIMITED;                                61,247,387;                                9.63%
                                 1113;                                CK ASSET HOLDINGS LIMITED;                                7,410,398;                                0.19%
                                 1114;                                BRILLIANCE CHINA AUTOMOTIVE HOLDINGS LIMITED;                                140,475,841;                                2.78%
                                 1115;                                TIBET WATER RESOURCES LTD.;                                119,065,000;                                4.63%
                                 1117;                                CHINA MODERN DAIRY HOLDINGS LTD.;                                124,712,000;                                2.02%
                                 1128;                                WYNN MACAU, LIMITED;                                72,272,800;                                1.39%
                                 1138;                                COSCO SHIPPING ENERGY TRANSPORTATION CO., LTD.;                                124,822,000;                                9.62%
                                 1141;                                CMBC CAPITAL HOLDINGS LIMITED;                                408,220,000;                                0.89%
                                 1157;                                ZOOMLION HEAVY INDUSTRY SCIENCE AND TECHNOLOGY CO., LTD.;                                75,797,722;                                5.46%
                                 1165;                                SHUNFENG INTERNATIONAL CLEAN ENERGY LIMITED;                                417,340,000;                                9.67%
                                 1169;                                HAIER ELECTRONICS GROUP CO., LTD.;                                14,825,059;                                0.52%
                                 1171;                                YANZHOU COAL MINING COMPANY LIMITED;                                172,837,500;                                8.84%
                                 1177;                                SINO BIOPHARMACEUTICAL LIMITED;                                207,224,956;                                2.78%
                                 1186;                                CHINA RAILWAY CONSTRUCTION CORPORATION LIMITED;                                75,637,777;                                3.63%
                                 1188;                                HYBRID KINETIC GROUP LIMITED;                                175,900,000;                                0.86%
                                 1193;                                CHINA RESOURCES GAS GROUP LIMITED;                                5,337,000;                                0.23%
                                 1196;                                REALORD GROUP HOLDINGS LIMITED;                                24,152,000;                                2.09%
                                 1199;                                COSCO SHIPPING PORTS LIMITED;                                11,056,978;                                0.35%
                                 1205;                                CITIC RESOURCES HOLDINGS LIMITED;                                166,212,100;                                2.11%
                                 1208;                                MMG LIMITED;                                165,126,000;                                2.07%
                                 1211;                                BYD COMPANY LIMITED;                                19,032,069;                                2.08%
                                 1212;                                LIFESTYLE INTERNATIONAL HOLDINGS LIMITED;                                254,500;                                0.01%
                                 1230;                                YASHILI INTERNATIONAL HOLDINGS LTD;                                47,625,406;                                0.99%
                                 1234;                                CHINA LILANG LIMITED;                                26,559,000;                                2.21%
                                 1236;                                NATIONAL AGRICULTURAL HOLDINGS LIMITED;                                48,048,000;                                2.26%
