stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,746,298;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,160,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,183,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,828,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,011,606,057;                                4.97%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,908,500;                                0.36%
                                    8;                                PCCW LIMITED;                                7,358,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,351,000;                                0.09%
                                   11;                                HANG SENG BANK LTD;                                1,629,000;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,598,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                780,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                3,695,338;                                0.11%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                26,467,283;                                0.26%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,234,000;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                991,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,579,278;                                0.12%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                24,920,222;                                0.57%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,370,154;                                0.05%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                62,404,100;                                15.91%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                806,049;                                0.11%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                19,842,000;                                7.69%
                                   43;                                C.P. POKPHAND CO LTD;                                4,122,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,479,466;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                26,456,000;                                0.73%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,183,693;                                1.05%
                                   83;                                SINO LAND CO.LTD.;                                6,338,030;                                0.09%
