stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,628,218;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,152,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,317,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,950,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                990,567,357;                                4.85%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,206,500;                                0.33%
                                    8;                                PCCW LIMITED;                                6,577,323;                                0.07%
                                   10;                                HANG LUNG GROUP LIMITED;                                975,000;                                0.06%
                                   11;                                HANG SENG BANK LTD;                                1,860,800;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,563,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                799,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                5,092,338;                                0.16%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                30,424,339;                                0.30%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,267,000;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                975,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,639,678;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,418,222;                                0.58%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,109,154;                                0.04%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                59,596,100;                                15.20%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                758,049;                                0.10%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                18,994,000;                                7.36%
                                   43;                                C.P. POKPHAND CO LTD;                                3,678,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,260,966;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                33,236,000;                                0.92%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,085,693;                                1.05%
                                   83;                                SINO LAND CO.LTD.;                                6,758,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,233,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,104,000;                                0.36%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,115,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                213,244,000;                                23.80%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,600,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                177,000;                                0.02%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                357,489,000;                                9.76%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                383,986,000;                                3.09%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                38,132,000;                                0.46%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,240,572,000;                                5.68%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,148,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                8,560,789;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,458,051;                                1.35%
