stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,564,218;                                0.29%
                                    2;                                CLP HOLDINGS LIMITED;                                3,169,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,239,863;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,987,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                992,179,001;                                4.86%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                6,827,500;                                0.31%
                                    8;                                PCCW LIMITED;                                6,720,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                718,000;                                0.04%
                                   11;                                HANG SENG BANK LTD;                                1,800,700;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,537,534;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                796,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                5,117,338;                                0.16%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                32,606,339;                                0.32%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,668,000;                                0.18%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                1,019,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,875,278;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,262,222;                                0.58%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,088,154;                                0.04%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                59,522,100;                                15.17%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                651,049;                                0.08%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                18,444,000;                                7.15%
                                   43;                                C.P. POKPHAND CO LTD;                                2,110,000;                                0.00%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,500;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,380,466;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                33,450,000;                                0.92%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                23,588,693;                                1.03%
                                   83;                                SINO LAND CO.LTD.;                                7,024,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,234,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,364,000;                                0.36%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,118,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                213,876,000;                                23.88%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,810,000;                                0.85%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                111,000;                                0.01%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                354,381,000;                                9.66%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                385,278,000;                                3.09%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                36,880,000;                                0.45%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                3,940,032,000;                                5.27%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,116,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                9,110,797;                                0.27%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,254,551;                                1.33%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                38,473,446;                                0.30%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                37,629,724;                                1.85%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                3,710,000;                                0.10%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                99,796,068;                                5.92%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                56,376,100;                                8.60%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                43,493,527;                                1.43%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                806,696,967;                                8.99%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                7,008,000;                                0.56%
                                  178;                                SA SA INTERNATIONAL HOLDINGS LIMITED;                                14,699,748;                                0.47%
                                  179;                                JOHNSON ELECTRIC HOLDINGS LIMITED;                                444,000;                                0.04%
                                  187;                                BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED;                                20,874,000;                                20.87%
                                  198;                                SMI HOLDINGS GROUP LIMITED;                                100,490,400;                                3.69%
                                  200;                                MELCO INTERNATIONAL DEVELOPMENT LIMITED;                                22,375,000;                                1.45%
                                  207;                                JOY CITY PROPERTY LIMITED;                                24,298,000;                                0.17%
                                  215;                                HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED;                                73,792,000;                                1.52%
                                  220;                                UNI-PRESIDENT CHINA HOLDINGS LTD.;                                56,771,489;                                1.30%
                                  241;                                ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;                                250,350,000;                                2.65%
                                  242;                                SHUN TAK HOLDINGS LIMITED;                                242,356,000;                                7.95%
                                  245;                                CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED;                                48,090,000;                                0.15%
                                  256;                                CITYCHAMP WATCH & JEWELLERY GROUP LIMITED;                                238,072,000;                                5.47%
                                  257;                                CHINA EVERBRIGHT INTERNATIONAL LIMITED;                                144,300,827;                                3.21%
                                  267;                                CITIC LIMITED;                                26,222,533;                                0.08%
                                  268;                                KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED;                                200,841,205;                                6.89%
                                  270;                                GUANGDONG INVESTMENT LIMITED;                                13,253,077;                                0.19%
                                  272;                                SHUI ON LAND LIMITED;                                558,971,096;                                6.92%
                                  279;                                FREEMAN FINTECH CORPORATION LIMITED;                                113,800,000;                                0.72%
                                  285;                                BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED;                                124,514,500;                                5.52%
                                  288;                                WH GROUP LIMITED;                                125,113,500;                                0.85%
                                  291;                                CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED;                                93,003,333;                                2.86%
                                  293;                                CATHAY PACIFIC AIRWAYS LTD;                                9,990,000;                                0.24%
                                  295;                                KONG SUN HOLDINGS LIMITED;                                23,775,000;                                0.15%
                                  297;                                SINOFERT HOLDINGS LIMITED;                                395,603,000;                                5.62%
                                  300;                                SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED;                                15,684,000;                                11.13%
                                  303;                                VTECH HOLDINGS LIMITED;                                517,700;                                0.19%
                                  308;                                CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED;                                156,458,200;                                2.86%
                                  315;                                SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED;                                3,792,534;                                0.34%
                                  316;                                ORIENT OVERSEAS (INTERNATIONAL) LIMITED;                                10,799,500;                                1.72%
                                  317;                                CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED;                                13,322,200;                                2.24%
                                  321;                                TEXWINCA HOLDINGS LIMITED;                                1,546,000;                                0.11%
                                  322;                                TINGYI (CAYMAN ISLANDS) HOLDING CORP.;                                5,198,000;                                0.08%
                                  323;                                MAANSHAN IRON & STEEL COMPANY LIMITED;                                92,988,000;                                5.35%
                                  327;                                PAX GLOBAL TECHNOLOGY LIMITED;                                12,271,000;                                1.11%
