stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,810,218;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,173,300;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,195,863;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,967,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                993,517,401;                                4.87%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                6,829,000;                                0.31%
                                    8;                                PCCW LIMITED;                                6,604,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                641,000;                                0.04%
                                   11;                                HANG SENG BANK LTD;                                1,820,000;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,367,534;                                0.10%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                787,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                5,110,338;                                0.16%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                37,112,339;                                0.37%
                                   19;                                SWIRE PACIFIC LTD 'A';                                2,033,500;                                0.21%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                1,015,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,870,678;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,422,222;                                0.58%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,037,154;                                0.04%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                59,326,100;                                15.12%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                626,049;                                0.09%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                18,186,000;                                7.05%
                                   43;                                C.P. POKPHAND CO LTD;                                2,180,000;                                0.00%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,500;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,375,966;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                33,598,000;                                0.93%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                23,357,693;                                1.02%
                                   83;                                SINO LAND CO.LTD.;                                6,998,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,244,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                16,920,000;                                0.36%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,103,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                212,770,000;                                23.76%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,820,000;                                0.85%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                111,000;                                0.01%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                353,870,000;                                9.65%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                385,954,000;                                3.10%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                36,228,000;                                0.44%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                3,832,880,000;                                5.12%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,094,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                9,214,797;                                0.28%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,253,551;                                1.33%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                33,262,446;                                0.26%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                36,085,724;                                1.77%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                3,596,000;                                0.09%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                100,628,068;                                5.96%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                56,320,100;                                8.59%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                42,083,049;                                1.38%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                819,468,967;                                9.13%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                7,000,000;                                0.56%
                                  178;                                SA SA INTERNATIONAL HOLDINGS LIMITED;                                14,709,748;                                0.47%
                                  179;                                JOHNSON ELECTRIC HOLDINGS LIMITED;                                449,500;                                0.04%
                                  187;                                BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED;                                21,272,000;                                21.27%
                                  198;                                SMI HOLDINGS GROUP LIMITED;                                100,174,400;                                3.68%
                                  200;                                MELCO INTERNATIONAL DEVELOPMENT LIMITED;                                22,666,000;                                1.47%
                                  207;                                JOY CITY PROPERTY LIMITED;                                24,298,000;                                0.17%
                                  215;                                HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED;                                73,836,000;                                1.52%
                                  220;                                UNI-PRESIDENT CHINA HOLDINGS LTD.;                                56,540,489;                                1.30%
                                  241;                                ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;                                244,194,000;                                2.59%
                                  242;                                SHUN TAK HOLDINGS LIMITED;                                242,100,000;                                7.94%
                                  245;                                CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED;                                48,800,000;                                0.16%
                                  256;                                CITYCHAMP WATCH & JEWELLERY GROUP LIMITED;                                236,104,000;                                5.42%
                                  257;                                CHINA EVERBRIGHT INTERNATIONAL LIMITED;                                143,376,827;                                3.19%
                                  267;                                CITIC LIMITED;                                25,289,533;                                0.08%
                                  268;                                KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED;                                179,845,205;                                6.17%
                                  270;                                GUANGDONG INVESTMENT LIMITED;                                13,181,077;                                0.19%
                                  272;                                SHUI ON LAND LIMITED;                                557,935,596;                                6.91%
                                  279;                                FREEMAN FINTECH CORPORATION LIMITED;                                113,660,000;                                0.72%
                                  285;                                BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED;                                123,471,500;                                5.47%
                                  288;                                WH GROUP LIMITED;                                124,835,000;                                0.84%
                                  291;                                CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED;                                91,613,333;                                2.82%
                                  293;                                CATHAY PACIFIC AIRWAYS LTD;                                10,328,000;                                0.25%
                                  295;                                KONG SUN HOLDINGS LIMITED;                                17,475,000;                                0.11%
                                  297;                                SINOFERT HOLDINGS LIMITED;                                415,175,000;                                5.90%
                                  300;                                SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED;                                15,684,000;                                11.13%
                                  303;                                VTECH HOLDINGS LIMITED;                                544,600;                                0.20%
                                  308;                                CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED;                                156,876,200;                                2.87%
                                  315;                                SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED;                                3,789,034;                                0.34%
                                  316;                                ORIENT OVERSEAS (INTERNATIONAL) LIMITED;                                10,879,500;                                1.73%
                                  317;                                CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED;                                13,350,200;                                2.25%
                                  321;                                TEXWINCA HOLDINGS LIMITED;                                1,512,000;                                0.10%
                                  322;                                TINGYI (CAYMAN ISLANDS) HOLDING CORP.;                                5,586,000;                                0.09%
                                  323;                                MAANSHAN IRON & STEEL COMPANY LIMITED;                                94,962,000;                                5.47%
                                  327;                                PAX GLOBAL TECHNOLOGY LIMITED;                                11,291,000;                                1.02%
                                  330;                                ESPRIT HOLDINGS LIMITED;                                37,243,100;                                1.92%
                                  336;                                HUABAO INTERNATIONAL HOLDINGS LIMITED;                                189,344,100;                                6.08%
                                  337;                                GREENLAND HONG KONG HOLDINGS LIMITED;                                39,097,000;                                1.39%
                                  338;                                SINOPEC SHANGHAI PETROCHEMICAL COMPANY LIMITED;                                90,253,744;                                2.58%
                                  341;                                CAFE DE CORAL HOLDINGS LTD;                                62,000;                                0.00%
                                  345;                                VITASOY INTERNATIONAL HOLDINGS LTD;                                2,852,000;                                0.26%
                                  347;                                ANGANG STEEL COMPANY LIMITED;                                10,164,076;                                0.93%
