stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,697,218;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,157,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,197,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,952,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                999,058,476;                                4.89%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,212,000;                                0.33%
                                    8;                                PCCW LIMITED;                                6,472,323;                                0.07%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,015,000;                                0.06%
                                   11;                                HANG SENG BANK LTD;                                1,861,500;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,570,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                801,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                4,783,338;                                0.15%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                30,226,339;                                0.30%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,252,000;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                995,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,654,478;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                23,280,222;                                0.53%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,090,154;                                0.04%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                59,632,100;                                15.20%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                741,049;                                0.10%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                19,204,000;                                7.44%
                                   43;                                C.P. POKPHAND CO LTD;                                2,902,000;                                0.00%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,269,966;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                32,122,000;                                0.89%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,538,693;                                1.07%
                                   83;                                SINO LAND CO.LTD.;                                6,630,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,233,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                16,848,000;                                0.35%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,100,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                213,402,000;                                23.83%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,600,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                177,000;                                0.02%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                358,133,000;                                9.77%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                387,684,000;                                3.12%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                38,278,000;                                0.47%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,232,476,000;                                5.67%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,142,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                8,528,789;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,481,051;                                1.35%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                47,849,446;                                0.38%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                39,154,724;                                1.92%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                3,880,000;                                0.10%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                101,520,068;                                6.02%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                58,772,100;                                8.96%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                42,100,527;                                1.37%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                788,989,358;                                8.79%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                6,912,000;                                0.56%
                                  178;                                SA SA INTERNATIONAL HOLDINGS LIMITED;                                15,355,748;                                0.50%
                                  179;                                JOHNSON ELECTRIC HOLDINGS LIMITED;                                381,000;                                0.03%
                                  187;                                BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED;                                20,874,000;                                20.87%
                                  198;                                SMI HOLDINGS GROUP LIMITED;                                102,050,400;                                3.75%
                                  200;                                MELCO INTERNATIONAL DEVELOPMENT LIMITED;                                23,491,000;                                1.52%
                                  207;                                JOY CITY PROPERTY LIMITED;                                23,816,000;                                0.16%
                                  215;                                HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED;                                74,130,000;                                1.53%
                                  220;                                UNI-PRESIDENT CHINA HOLDINGS LTD.;                                52,702,489;                                1.21%
                                  241;                                ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;                                258,542,000;                                2.75%
                                  242;                                SHUN TAK HOLDINGS LIMITED;                                240,512,000;                                7.89%
                                  245;                                CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED;                                48,040,000;                                0.15%
                                  256;                                CITYCHAMP WATCH & JEWELLERY GROUP LIMITED;                                244,224,000;                                5.61%
                                  257;                                CHINA EVERBRIGHT INTERNATIONAL LIMITED;                                138,044,827;                                3.07%
                                  267;                                CITIC LIMITED;                                26,778,533;                                0.08%
                                  268;                                KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED;                                215,757,205;                                7.43%
                                  270;                                GUANGDONG INVESTMENT LIMITED;                                13,307,077;                                0.19%
                                  272;                                SHUI ON LAND LIMITED;                                579,564,096;                                7.18%
                                  279;                                FREEMAN FINTECH CORPORATION LIMITED;                                113,920,000;                                0.72%
                                  285;                                BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED;                                121,482,000;                                5.38%
                                  288;                                WH GROUP LIMITED;                                122,970,500;                                0.83%
                                  291;                                CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED;                                96,303,333;                                2.96%
                                  293;                                CATHAY PACIFIC AIRWAYS LTD;                                9,559,000;                                0.23%
                                  295;                                KONG SUN HOLDINGS LIMITED;                                29,200,000;                                0.19%
                                  297;                                SINOFERT HOLDINGS LIMITED;                                370,046,000;                                5.26%
                                  300;                                SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED;                                15,684,000;                                11.13%
                                  303;                                VTECH HOLDINGS LIMITED;                                488,800;                                0.18%
                                  308;                                CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED;                                152,300,200;                                2.79%
                                  315;                                SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED;                                3,225,534;                                0.28%
                                  316;                                ORIENT OVERSEAS (INTERNATIONAL) LIMITED;                                9,089,500;                                1.44%
                                  317;                                CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED;                                13,618,200;                                2.29%
                                  321;                                TEXWINCA HOLDINGS LIMITED;                                1,378,000;                                0.09%
                                  322;                                TINGYI (CAYMAN ISLANDS) HOLDING CORP.;                                6,728,000;                                0.11%
                                  323;                                MAANSHAN IRON & STEEL COMPANY LIMITED;                                88,928,000;                                5.12%
                                  327;                                PAX GLOBAL TECHNOLOGY LIMITED;                                16,465,000;                                1.48%
