stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,920,798;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,171,300;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,167,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                3,023,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,012,522,857;                                4.97%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,789,500;                                0.36%
                                    8;                                PCCW LIMITED;                                7,414,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,350,000;                                0.09%
                                   11;                                HANG SENG BANK LTD;                                1,623,400;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,636,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                780,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                4,059,338;                                0.13%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                26,456,339;                                0.26%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,244,500;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                991,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,647,078;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                24,591,222;                                0.56%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,378,154;                                0.06%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                61,892,100;                                15.78%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                806,049;                                0.11%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                19,884,000;                                7.70%
                                   43;                                C.P. POKPHAND CO LTD;                                3,284,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,476,966;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                28,174,000;                                0.78%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,106,693;                                1.05%
                                   83;                                SINO LAND CO.LTD.;                                6,404,030;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,138,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,508,000;                                0.37%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                4,997,000;                                0.10%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                217,010,000;                                24.23%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,330,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                126,000;                                0.01%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                354,930,000;                                9.68%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                374,186,000;                                3.00%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                36,360,000;                                0.44%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,223,308,000;                                5.65%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,152,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                8,673,342;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,321,551;                                1.33%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                41,070,446;                                0.31%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                38,831,724;                                1.91%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                4,280,000;                                0.11%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                102,201,955;                                6.05%
