stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,664,298;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,161,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,191,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,866,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,011,350,857;                                4.97%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                8,008,500;                                0.37%
                                    8;                                PCCW LIMITED;                                7,285,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,336,000;                                0.09%
                                   11;                                HANG SENG BANK LTD;                                1,636,900;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,637,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                780,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                3,696,338;                                0.11%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                26,448,283;                                0.26%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,391,000;                                0.14%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                790,572;                                0.03%
                                   23;                                BANK OF EAST ASIA LTD;                                3,583,278;                                0.12%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                24,942,222;                                0.57%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,306,154;                                0.05%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                64,958,100;                                16.57%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                810,049;                                0.11%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                20,016,000;                                7.75%
                                   43;                                C.P. POKPHAND CO LTD;                                4,774,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,481,459;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                24,976,000;                                0.69%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,246,693;                                1.05%
                                   83;                                SINO LAND CO.LTD.;                                6,342,030;                                0.09%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,074,000;                                0.14%
