stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,538,218;                                0.29%
                                    2;                                CLP HOLDINGS LIMITED;                                3,169,300;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,425,763;                                0.12%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,975,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                990,810,601;                                4.85%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                6,827,000;                                0.31%
                                    8;                                PCCW LIMITED;                                6,596,323;                                0.07%
                                   10;                                HANG LUNG GROUP LIMITED;                                794,000;                                0.05%
                                   11;                                HANG SENG BANK LTD;                                1,835,600;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,568,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                799,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                5,100,338;                                0.16%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                30,464,339;                                0.30%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,259,000;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                974,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,887,078;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,141,222;                                0.58%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,089,154;                                0.04%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                59,846,100;                                15.26%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                704,049;                                0.09%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                18,854,000;                                7.30%
                                   43;                                C.P. POKPHAND CO LTD;                                3,914,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,276,466;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                33,244,000;                                0.92%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                23,851,693;                                1.04%
                                   83;                                SINO LAND CO.LTD.;                                6,990,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,233,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,316,000;                                0.36%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,096,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                213,560,000;                                23.85%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,810,000;                                0.85%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                152,000;                                0.02%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                356,196,000;                                9.72%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                383,600,000;                                3.08%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                37,362,000;                                0.45%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,004,484,000;                                5.36%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,126,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                8,772,797;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,053,551;                                1.30%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                43,073,446;                                0.33%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                37,784,224;                                1.85%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                3,846,000;                                0.10%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                99,872,068;                                5.92%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                56,916,100;                                8.68%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                43,860,527;                                1.42%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                798,625,334;                                8.90%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                6,936,000;                                0.56%
