stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,642,718;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,158,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,183,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                3,007,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,010,555,257;                                4.96%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,609,500;                                0.35%
                                    8;                                PCCW LIMITED;                                6,514,323;                                0.07%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,172,000;                                0.07%
                                   11;                                HANG SENG BANK LTD;                                1,640,300;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,608,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                799,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                4,064,338;                                0.13%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                27,270,339;                                0.27%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,244,500;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                1,007,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,642,878;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                24,224,222;                                0.55%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,551,154;                                0.06%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                61,036,100;                                15.56%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                766,049;                                0.10%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                19,644,000;                                7.61%
                                   43;                                C.P. POKPHAND CO LTD;                                2,898,000;                                0.00%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,153,966;                                0.04%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                31,720,000;                                0.88%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                26,150,693;                                1.14%
