stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,700,718;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,157,300;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,200,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,952,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,006,125,660;                                4.94%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                7,203,000;                                0.33%
                                    8;                                PCCW LIMITED;                                6,471,323;                                0.07%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,028,000;                                0.06%
                                   11;                                HANG SENG BANK LTD;                                1,781,300;                                0.09%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,576,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                801,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                4,584,338;                                0.15%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                30,217,339;                                0.30%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,249,000;                                0.13%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                995,572;                                0.04%
                                   23;                                BANK OF EAST ASIA LTD;                                3,644,878;                                0.13%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                23,322,222;                                0.53%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,150,154;                                0.05%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                60,032,100;                                15.31%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                747,049;                                0.10%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                19,536,000;                                7.57%
                                   43;                                C.P. POKPHAND CO LTD;                                2,924,000;                                0.00%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                44,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,269,466;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                32,018,000;                                0.88%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                25,400,693;                                1.11%
                                   83;                                SINO LAND CO.LTD.;                                6,590,202;                                0.10%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,233,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                16,756,000;                                0.35%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,106,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                213,388,000;                                23.83%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,600,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                172,000;                                0.02%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                358,816,000;                                9.79%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                384,890,000;                                3.10%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                38,352,000;                                0.47%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,226,672,000;                                5.66%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,146,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                8,576,789;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,486,551;                                1.35%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                48,269,446;                                0.38%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                38,756,224;                                1.91%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                3,914,000;                                0.10%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                102,130,068;                                6.05%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                58,982,100;                                8.99%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                42,874,527;                                1.40%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                786,990,358;                                8.76%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                6,650,000;                                0.54%
                                  178;                                SA SA INTERNATIONAL HOLDINGS LIMITED;                                15,177,748;                                0.50%
                                  179;                                JOHNSON ELECTRIC HOLDINGS LIMITED;                                381,000;                                0.03%
                                  187;                                BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED;                                20,874,000;                                20.87%
                                  198;                                SMI HOLDINGS GROUP LIMITED;                                102,106,400;                                3.75%
                                  200;                                MELCO INTERNATIONAL DEVELOPMENT LIMITED;                                23,526,000;                                1.52%
                                  207;                                JOY CITY PROPERTY LIMITED;                                23,696,000;                                0.16%
                                  215;                                HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED;                                74,088,000;                                1.52%
                                  220;                                UNI-PRESIDENT CHINA HOLDINGS LTD.;                                53,033,489;                                1.22%
                                  241;                                ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;                                260,222,000;                                2.76%
                                  242;                                SHUN TAK HOLDINGS LIMITED;                                240,144,000;                                7.88%
                                  245;                                CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED;                                48,040,000;                                0.15%
                                  256;                                CITYCHAMP WATCH & JEWELLERY GROUP LIMITED;                                244,844,000;                                5.62%
                                  257;                                CHINA EVERBRIGHT INTERNATIONAL LIMITED;                                137,254,827;                                3.06%
                                  267;                                CITIC LIMITED;                                26,781,533;                                0.08%
                                  268;                                KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED;                                215,113,205;                                7.41%
                                  270;                                GUANGDONG INVESTMENT LIMITED;                                13,333,077;                                0.20%
                                  272;                                SHUI ON LAND LIMITED;                                580,253,096;                                7.19%
                                  279;                                FREEMAN FINTECH CORPORATION LIMITED;                                113,860,000;                                0.72%
                                  285;                                BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED;                                122,206,000;                                5.41%
                                  288;                                WH GROUP LIMITED;                                122,746,000;                                0.83%
                                  291;                                CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED;                                96,713,333;                                2.98%
                                  293;                                CATHAY PACIFIC AIRWAYS LTD;                                9,549,000;                                0.23%
                                  295;                                KONG SUN HOLDINGS LIMITED;                                29,875,000;                                0.19%
                                  297;                                SINOFERT HOLDINGS LIMITED;                                370,606,000;                                5.27%
                                  300;                                SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED;                                15,684,000;                                11.13%
                                  303;                                VTECH HOLDINGS LIMITED;                                488,800;                                0.18%
                                  308;                                CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED;                                151,664,200;                                2.78%
                                  315;                                SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED;                                3,225,534;                                0.28%
                                  316;                                ORIENT OVERSEAS (INTERNATIONAL) LIMITED;                                9,017,500;                                1.43%
                                  317;                                CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED;                                13,564,200;                                2.28%
                                  321;                                TEXWINCA HOLDINGS LIMITED;                                1,368,000;                                0.09%
                                  322;                                TINGYI (CAYMAN ISLANDS) HOLDING CORP.;                                5,790,000;                                0.09%
                                  323;                                MAANSHAN IRON & STEEL COMPANY LIMITED;                                88,866,000;                                5.11%
                                  327;                                PAX GLOBAL TECHNOLOGY LIMITED;                                16,974,000;                                1.53%
                                  330;                                ESPRIT HOLDINGS LIMITED;                                71,125,500;                                3.71%
                                  336;                                HUABAO INTERNATIONAL HOLDINGS LIMITED;                                189,643,100;                                6.10%
                                  337;                                GREENLAND HONG KONG HOLDINGS LIMITED;                                83,595,000;                                2.99%
                                  338;                                SINOPEC SHANGHAI PETROCHEMICAL COMPANY LIMITED;                                93,111,744;                                2.65%
                                  341;                                CAFE DE CORAL HOLDINGS LTD;                                70,000;                                0.00%
                                  345;                                VITASOY INTERNATIONAL HOLDINGS LTD;                                3,600,000;                                0.34%
                                  347;                                ANGANG STEEL COMPANY LIMITED;                                7,832,076;                                0.72%
                                  354;                                CHINASOFT INTERNATIONAL LIMITED;                                268,170,423;                                11.16%
                                  358;                                JIANGXI COPPER COMPANY LIMITED;                                64,007,362;                                4.60%
                                  363;                                SHANGHAI INDUSTRIAL HOLDINGS LIMITED;                                17,150,000;                                1.57%
                                  368;                                SINOTRANS SHIPPING LIMITED;                                85,381,667;                                2.13%
                                  371;                                BEIJING ENTERPRISES WATER GROUP LIMITED;                                317,802,259;                                3.61%
                                  378;                                FDG KINETIC LIMITED;                                11,920,000;                                0.17%
                                  384;                                CHINA GAS HOLDINGS LIMITED;                                17,813,504;                                0.35%
                                  386;                                CHINA PETROLEUM & CHEMICAL CORPORATION;                                368,836,672;                                1.44%
                                  388;                                HONG KONG EXCHANGES AND CLEARING LIMITED;                                12,320,148;                                0.98%
                                  390;                                CHINA RAILWAY GROUP LIMITED;                                256,204,299;                                6.08%
                                  392;                                BEIJING ENTERPRISES HOLDINGS LIMITED;                                77,217,929;                                6.11%
                                  400;                                COGOBUY GROUP;                                41,764,000;                                2.82%
                                  410;                                SOHO CHINA LIMITED;                                225,295,000;                                4.33%
                                  412;                                CHINA SHANDONG HI-SPEED FINANCIAL GROUP LIMITED;                                39,024,000;                                0.15%
                                  419;                                HUAYI TENCENT ENTERTAINMENT COMPANY LIMITED;                                239,000,000;                                1.77%
                                  425;                                MINTH GROUP LIMITED;                                79,555,000;                                
                                  439;                                KUANGCHI SCIENCE LIMITED;                                176,971,000;                                2.89%
                                  440;                                DAH SING FINANCIAL HOLDINGS LTD;                                968,000;                                0.28%
                                  451;                                GCL NEW ENERGY HOLDINGS LIMITED;                                146,750,000;                                0.76%
                                  460;                                SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD.;                                335,480,000;                                3.53%
                                  467;                                UNITED ENERGY GROUP LIMITED;                                22,146,000;                                0.08%
                                  468;                                GREATVIEW ASEPTIC PACKAGING COMPANY LIMITED;                                578,000;                                0.04%
                                  480;                                HKR INTERNATIONAL LTD;                                455,200;                                0.03%
                                  488;                                LAI SUN DEVELOPMENT COMPANY LIMITED-NEW;                                15,900;                                0.00%
                                  489;                                DONGFENG MOTOR GROUP COMPANY LIMITED;                                110,458,000;                                3.86%
                                  493;                                GOME RETAIL HOLDINGS LIMITED;                                1,916,788,000;                                8.88%
                                  494;                                LI & FUNG LIMITED;                                15,748,000;                                0.17%
                                  506;                                CHINA FOODS LIMITED;                                220,152,100;                                7.86%
                                  511;                                TELEVISION BROADCASTS LTD;                                1,039,800;                                0.23%
                                  522;                                ASM PACIFIC TECHNOLOGY LIMITED;                                13,292,349;                                3.25%
                                  525;                                GUANGSHEN RAILWAY COMPANY LIMITED;                                185,272,010;                                12.94%
                                  530;                                GOLDIN FINANCIAL HOLDINGS LIMITED;                                9,376,000;                                0.13%
                                  535;                                GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED;                                242,244,000;                                1.52%
                                  546;                                FUFENG GROUP LIMITED;                                103,650,000;                                4.06%
                                  547;                                DIGITAL DOMAIN HOLDINGS LIMITED;                                758,140,000;                                3.11%
                                  548;                                SHENZHEN EXPRESSWAY COMPANY LIMITED;                                112,252,000;                                15.01%
                                  551;                                YUE YUEN INDUSTRIAL (HOLDINGS) LIMITED;                                536,500;                                0.02%
                                  552;                                CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED;                                24,214,000;                                1.01%
                                  553;                                NANJING PANDA ELECTRONICS COMPANY LIMITED;                                72,426,000;                                29.92%
                                  563;                                SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED;                                20,874,000;                                0.43%
                                  564;                                ZHENGZHOU COAL MINING MACHINERY GROUP COMPANY LIMITED;                                51,758,700;                                21.27%
                                  566;                                HANERGY THIN FILM POWER GROUP LIMITED;                                658,879,000;                                1.57%
                                  568;                                SHANDONG MOLONG PETROLEUM MACHINERY COMPANY LIMITED;                                10,476,400;                                4.09%
                                  570;                                CHINA TRADITIONAL CHINESE MEDICINE HOLDINGS CO LIMITED;                                276,900,000;                                6.24%
                                  576;                                ZHEJIANG EXPRESSWAY CO., LTD.;                                16,486,839;                                1.14%
