stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,541,798;                                0.29%
                                    2;                                CLP HOLDINGS LIMITED;                                3,167,300;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,180,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                2,855,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,011,843,104;                                4.97%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                8,013,000;                                0.37%
                                    8;                                PCCW LIMITED;                                7,266,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,335,000;                                0.09%
                                   11;                                HANG SENG BANK LTD;                                1,640,500;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,650,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                777,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                3,536,338;                                0.11%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                26,451,283;                                0.26%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,473,000;                                0.15%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                790,572;                                0.03%
                                   23;                                BANK OF EAST ASIA LTD;                                3,587,878;                                0.12%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                25,044,222;                                0.57%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,257,154;                                0.05%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                64,400,100;                                16.42%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                809,049;                                0.11%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                19,964,000;                                7.73%
                                   43;                                C.P. POKPHAND CO LTD;                                5,948,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,448,959;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                24,650,000;                                0.68%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,274,693;                                1.05%
                                   83;                                SINO LAND CO.LTD.;                                6,394,030;                                0.09%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,074,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,432,000;                                0.37%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,021,000;                                0.10%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                219,150,000;                                24.47%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,330,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                121,000;                                0.01%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                351,214,000;                                9.58%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                375,352,000;                                3.01%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                35,516,000;                                0.43%
                                  136;                                HENGTEN NETWORKS GROUP LIMITED;                                4,251,792,000;                                5.69%
                                  142;                                FIRST PACIFIC CO. LTD.;                                1,162,000;                                0.02%
                                  144;                                CHINA MERCHANTS PORT HOLDINGS COMPANY LIMITED;                                9,117,342;                                0.26%
                                  148;                                KINGBOARD CHEMICAL HOLDINGS LIMITED;                                14,825,051;                                1.38%
                                  151;                                WANT WANT CHINA HOLDINGS LIMITED;                                38,913,446;                                0.30%
                                  152;                                SHENZHEN INTERNATIONAL HOLDINGS LIMITED;                                38,653,724;                                1.90%
                                  163;                                EMPEROR INTERNATIONAL HOLDINGS LIMITED;                                4,422,000;                                0.12%
                                  165;                                CHINA EVERBRIGHT LIMITED;                                100,931,955;                                5.98%
                                  168;                                TSINGTAO BREWERY COMPANY LIMITED;                                59,932,798;                                9.14%
                                  173;                                K. WAH INTERNATIONAL HOLDINGS LIMITED;                                43,724,527;                                1.42%
                                  175;                                GEELY AUTOMOBILE HOLDINGS LIMITED;                                796,720,773;                                8.88%
                                  177;                                JIANGSU EXPRESSWAY COMPANY LIMITED;                                5,964,818;                                0.47%
                                  178;                                SA SA INTERNATIONAL HOLDINGS LIMITED;                                14,793,748;                                0.48%
                                  179;                                JOHNSON ELECTRIC HOLDINGS LIMITED;                                245,000;                                0.02%
                                  187;                                BEIJING JINGCHENG MACHINERY ELECTRIC COMPANY LIMITED;                                20,740,000;                                20.73%
                                  198;                                SMI HOLDINGS GROUP LIMITED;                                101,226,400;                                3.72%
                                  200;                                MELCO INTERNATIONAL DEVELOPMENT LIMITED;                                26,934,000;                                1.74%
                                  207;                                JOY CITY PROPERTY LIMITED;                                19,718,000;                                0.13%
                                  215;                                HUTCHISON TELECOMMUNICATIONS HONG KONG HOLDINGS LIMITED;                                75,490,000;                                1.56%
                                  220;                                UNI-PRESIDENT CHINA HOLDINGS LTD.;                                28,890,489;                                0.66%
                                  241;                                ALIBABA HEALTH INFORMATION TECHNOLOGY LIMITED;                                276,914,000;                                2.94%
                                  242;                                SHUN TAK HOLDINGS LIMITED;                                233,138,000;                                7.65%
                                  245;                                CHINA MINSHENG FINANCIAL HOLDING CORPORATION LIMITED;                                47,860,000;                                0.15%
                                  256;                                CITYCHAMP WATCH & JEWELLERY GROUP LIMITED;                                244,200,000;                                5.61%
                                  257;                                CHINA EVERBRIGHT INTERNATIONAL LIMITED;                                129,346,827;                                2.87%
                                  267;                                CITIC LIMITED;                                43,329,533;                                0.14%
                                  268;                                KINGDEE INTERNATIONAL SOFTWARE GROUP COMPANY LIMITED;                                206,599,205;                                7.11%
                                  270;                                GUANGDONG INVESTMENT LIMITED;                                11,136,587;                                0.16%
                                  272;                                SHUI ON LAND LIMITED;                                602,048,096;                                7.45%
                                  279;                                FREEMAN FINTECH CORPORATION LIMITED;                                115,940,000;                                0.73%
                                  285;                                BYD ELECTRONIC (INTERNATIONAL) COMPANY LIMITED;                                137,490,000;                                6.09%
                                  288;                                WH GROUP LIMITED;                                124,254,500;                                0.84%
                                  291;                                CHINA RESOURCES BEER (HOLDINGS) COMPANY LIMITED;                                106,057,333;                                3.26%
                                  293;                                CATHAY PACIFIC AIRWAYS LTD;                                4,903,000;                                0.12%
                                  295;                                KONG SUN HOLDINGS LIMITED;                                37,925,000;                                0.25%
                                  297;                                SINOFERT HOLDINGS LIMITED;                                374,934,000;                                5.33%
                                  300;                                SHENJI GROUP KUNMING MACHINE TOOL COMPANY LIMITED;                                15,684,000;                                11.13%
                                  303;                                VTECH HOLDINGS LIMITED;                                433,000;                                0.16%
                                  308;                                CHINA TRAVEL INTERNATIONAL INVESTMENT HONG KONG LIMITED;                                135,944,200;                                2.49%
                                  315;                                SMARTONE TELECOMMUNICATIONS HOLDINGS LIMITED;                                1,838,534;                                0.15%
                                  316;                                ORIENT OVERSEAS (INTERNATIONAL) LIMITED;                                7,948,500;                                1.26%
                                  317;                                CSSC OFFSHORE & MARINE ENGINEERING (GROUP) COMPANY LIMITED;                                13,812,200;                                2.32%
                                  321;                                TEXWINCA HOLDINGS LIMITED;                                1,334,000;                                0.09%
                                  322;                                TINGYI (CAYMAN ISLANDS) HOLDING CORP.;                                8,390,000;                                0.14%
                                  323;                                MAANSHAN IRON & STEEL COMPANY LIMITED;                                79,462,000;                                4.58%
                                  327;                                PAX GLOBAL TECHNOLOGY LIMITED;                                17,754,000;                                1.60%
                                  330;                                ESPRIT HOLDINGS LIMITED;                                84,078,800;                                4.38%
                                  336;                                HUABAO INTERNATIONAL HOLDINGS LIMITED;                                192,572,100;                                6.19%
                                  337;                                GREENLAND HONG KONG HOLDINGS LIMITED;                                71,636,000;                                2.56%
                                  338;                                SINOPEC SHANGHAI PETROCHEMICAL COMPANY LIMITED;                                97,889,744;                                2.79%
                                  341;                                CAFE DE CORAL HOLDINGS LTD;                                74,000;                                0.00%
                                  345;                                VITASOY INTERNATIONAL HOLDINGS LTD;                                4,188,000;                                0.39%
                                  347;                                ANGANG STEEL COMPANY LIMITED;                                5,844,076;                                0.53%
                                  354;                                CHINASOFT INTERNATIONAL LIMITED;                                295,092,423;                                12.28%
                                  358;                                JIANGXI COPPER COMPANY LIMITED;                                63,603,581;                                4.57%
                                  363;                                SHANGHAI INDUSTRIAL HOLDINGS LIMITED;                                15,083,756;                                1.38%
                                  368;                                SINOTRANS SHIPPING LIMITED;                                88,894,667;                                2.22%
                                  371;                                BEIJING ENTERPRISES WATER GROUP LIMITED;                                301,895,487;                                3.43%
                                  378;                                FDG KINETIC LIMITED;                                11,984,000;                                0.17%
                                  384;                                CHINA GAS HOLDINGS LIMITED;                                17,034,149;                                0.33%
                                  386;                                CHINA PETROLEUM & CHEMICAL CORPORATION;                                321,806,672;                                1.25%
                                  388;                                HONG KONG EXCHANGES AND CLEARING LIMITED;                                13,816,010;                                1.10%
                                  390;                                CHINA RAILWAY GROUP LIMITED;                                257,774,299;                                6.11%
                                  392;                                BEIJING ENTERPRISES HOLDINGS LIMITED;                                80,811,982;                                6.39%
                                  400;                                COGOBUY GROUP;                                44,031,000;                                2.98%
                                  410;                                SOHO CHINA LIMITED;                                216,560,000;                                4.16%
                                  412;                                CHINA SHANDONG HI-SPEED FINANCIAL GROUP LIMITED;                                38,886,000;                                0.15%
                                  419;                                HUAYI TENCENT ENTERTAINMENT COMPANY LIMITED;                                261,370,000;                                1.93%
                                  425;                                MINTH GROUP LIMITED;                                85,239,000;                                
                                  439;                                KUANGCHI SCIENCE LIMITED;                                176,048,000;                                2.88%
                                  440;                                DAH SING FINANCIAL HOLDINGS LTD;                                1,109,600;                                0.32%
                                  451;                                GCL NEW ENERGY HOLDINGS LIMITED;                                178,516,000;                                0.93%
                                  460;                                SIHUAN PHARMACEUTICAL HOLDINGS GROUP LTD.;                                357,399,000;                                3.76%
                                  467;                                UNITED ENERGY GROUP LIMITED;                                24,260,000;                                0.09%
                                  468;                                GREATVIEW ASEPTIC PACKAGING COMPANY LIMITED;                                632,000;                                0.04%
                                  480;                                HKR INTERNATIONAL LTD;                                645,600;                                0.04%
                                  488;                                LAI SUN DEVELOPMENT COMPANY LIMITED-NEW;                                14,100;                                0.00%
                                  489;                                DONGFENG MOTOR GROUP COMPANY LIMITED;                                102,736,000;                                3.59%
                                  493;                                GOME RETAIL HOLDINGS LIMITED;                                1,882,646,000;                                8.73%
                                  494;                                LI & FUNG LIMITED;                                15,758,000;                                0.18%
                                  506;                                CHINA FOODS LIMITED;                                219,954,100;                                7.86%
                                  511;                                TELEVISION BROADCASTS LTD;                                1,263,800;                                0.28%
                                  522;                                ASM PACIFIC TECHNOLOGY LIMITED;                                18,520,438;                                4.53%
                                  525;                                GUANGSHEN RAILWAY COMPANY LIMITED;                                182,910,010;                                12.77%
                                  530;                                GOLDIN FINANCIAL HOLDINGS LIMITED;                                9,362,000;                                0.13%
                                  535;                                GEMDALE PROPERTIES AND INVESTMENT CORPORATION LIMITED;                                304,614,000;                                1.92%
                                  546;                                FUFENG GROUP LIMITED;                                110,936,000;                                4.35%
                                  547;                                DIGITAL DOMAIN HOLDINGS LIMITED;                                833,750,000;                                3.42%
                                  548;                                SHENZHEN EXPRESSWAY COMPANY LIMITED;                                116,916,000;                                15.63%
                                  551;                                YUE YUEN INDUSTRIAL (HOLDINGS) LIMITED;                                379,500;                                0.02%
                                  552;                                CHINA COMMUNICATIONS SERVICES CORPORATION LIMITED;                                23,268,000;                                0.96%
                                  553;                                NANJING PANDA ELECTRONICS COMPANY LIMITED;                                74,906,000;                                30.95%
                                  563;                                SHANGHAI INDUSTRIAL URBAN DEVELOPMENT GROUP LIMITED;                                19,674,000;                                0.40%
