stock_id ;stock_name; holding_num; holding_perc 
                                    1;                                CK HUTCHISON HOLDINGS LIMITED;                                11,716,298;                                0.30%
                                    2;                                CLP HOLDINGS LIMITED;                                3,161,800;                                0.11%
                                    3;                                HONG KONG AND CHINA GAS COMPANY LIMITED, THE;                                17,193,763;                                0.11%
                                    4;                                WHARF (HOLDINGS) LIMITED, THE;                                3,044,000;                                0.09%
                                    5;                                HSBC HOLDINGS PLC;                                1,011,622,857;                                4.97%
                                    6;                                POWER ASSETS HOLDINGS LIMITED;                                8,008,000;                                0.37%
                                    8;                                PCCW LIMITED;                                7,390,323;                                0.08%
                                   10;                                HANG LUNG GROUP LIMITED;                                1,347,000;                                0.09%
                                   11;                                HANG SENG BANK LTD;                                1,633,900;                                0.08%
                                   12;                                HENDERSON LAND DEVELOPMENT CO LTD;                                4,599,114;                                0.11%
                                   14;                                HYSAN DEVELOPMENT COMPANY LIMITED;                                771,000;                                0.07%
                                   16;                                SUN HUNG KAI PROPERTIES LTD;                                3,696,338;                                0.11%
                                   17;                                NEW WORLD DEVELOPMENT CO LTD;                                26,432,283;                                0.26%
                                   19;                                SWIRE PACIFIC LTD 'A';                                1,393,000;                                0.14%
                                   20;                                WHEELOCK AND COMPANY LIMITED;                                787,572;                                0.03%
                                   23;                                BANK OF EAST ASIA LTD;                                3,583,278;                                0.12%
                                   27;                                GALAXY ENTERTAINMENT GROUP LIMITED;                                24,963,222;                                0.57%
                                   35;                                FAR EAST CONSORTIUM INTERNATIONAL LTD;                                1,372,154;                                0.05%
                                   38;                                FIRST TRACTOR COMPANY LIMITED;                                64,192,100;                                16.37%
                                   41;                                GREAT EAGLE HOLDINGS LIMITED;                                806,049;                                0.11%
                                   42;                                NORTHEAST ELECTRIC DEVELOPMENT COMPANY LIMITED;                                20,010,000;                                7.75%
                                   43;                                C.P. POKPHAND CO LTD;                                4,026,000;                                0.01%
                                   54;                                HOPEWELL HOLDINGS LIMITED;                                43,000;                                0.00%
                                   66;                                MTR CORPORATION LIMITED;                                3,481,959;                                0.05%
                                   69;                                SHANGRI-LA ASIA LIMITED;                                25,412,000;                                0.70%
                                   81;                                CHINA OVERSEAS GRAND OCEANS GROUP LIMITED;                                24,203,693;                                1.05%
                                   83;                                SINO LAND CO.LTD.;                                6,342,030;                                0.09%
                                   86;                                SUN HUNG KAI & CO.LTD;                                3,074,000;                                0.14%
                                   95;                                LVGEM (CHINA) REAL ESTATE INVESTMENT COMPANY LIMITED;                                17,524,000;                                0.37%
                                  101;                                HANG LUNG PROPERTIES LIMITED;                                5,080,000;                                0.11%
                                  107;                                SICHUAN EXPRESSWAY COMPANY LIMITED;                                218,674,000;                                24.41%
                                  109;                                GOOD RESOURCES HOLDINGS LIMITED;                                60,330,000;                                0.84%
                                  116;                                CHOW SANG SANG HOLDINGS INTERNATIONAL LIMITED;                                126,000;                                0.01%
                                  119;                                POLY PROPERTY GROUP CO., LIMITED;                                354,784,000;                                9.68%
                                  123;                                YUEXIU PROPERTY COMPANY LIMITED;                                376,334,000;                                3.02%
                                  135;                                KUNLUN ENERGY COMPANY LIMITED;                                36,010,000;                                0.44%
