date,holding_num,holding_perc
20171018,177276010,12.38%
20171019,176264010,12.30%
20171020,174616010,12.19%
20171021,173552010,12.11%
20171023,173552010,12.11%
20171024,172724010,12.06%
20171025,173284010,12.10%
20171026,176634010,12.33%
20171027,178362010,12.45%
20171028,181422010,12.66%
20171029,181422010,12.66%
20171030,181422010,12.66%
20171031,182422010,12.73%
20171101,183774010,12.83%
20171102,184894010,12.91%
20171103,185272010,12.94%
20171104,186904010,13.04%
20171105,186904010,13.04%
20171106,186904010,13.04%
20171107,187634010,13.10%
20171108,186870010,13.04%
20171109,186162010,12.99%
20171110,185482010,12.95%
20171111,185612010,12.95%
20171112,185612010,12.95%
20171113,185612010,12.95%
20171114,186294010,13.01%
20171115,185588010,12.96%
20171116,185744010,12.97%
20171117,184882010,12.91%
20171118,183134010,12.79%
20171119,183134010,12.79%
20171120,183134010,12.79%
20171121,182730010,12.76%
20171122,183762010,12.83%
20171123,182910010,12.77%
20171124,183806010,12.83%
20171125,183774010,12.83%
