date,holding_num,holding_perc
20171018,80989141,2.06%
20171019,80221141,2.04%
20171020,79493141,2.02%
20171021,78727141,2.00%
20171023,78727141,2.00%
20171024,78581141,2.00%
20171025,77079141,1.96%
20171026,76297141,1.94%
20171027,75699141,1.92%
20171028,76021141,1.93%
20171029,76021141,1.93%
20171030,76021141,1.93%
20171031,76187141,1.93%
20171101,76147141,1.93%
20171102,76131141,1.93%
20171103,75830000,1.92%
20171104,75116000,1.91%
20171105,75116000,1.91%
20171106,75116000,1.91%
20171107,74682000,1.90%
20171108,74890000,1.90%
20171109,75192000,1.91%
20171110,74964000,1.90%
20171111,73816000,1.88%
20171112,73816000,1.88%
20171113,73816000,1.88%
20171114,72934000,1.85%
20171115,72096000,1.83%
20171116,71138000,1.80%
20171117,69694000,1.77%
20171118,69490000,1.77%
20171119,69490000,1.77%
20171120,69490000,1.77%
20171121,69490000,1.77%
20171122,68944000,1.75%
20171123,68790000,1.75%
20171124,68970000,1.75%
20171125,68852000,1.75%
