date,holding_num,holding_perc
20171018,13392500,0.90%
20171019,13693000,0.92%
20171020,13707500,0.93%
20171021,14063000,0.95%
20171023,14063000,0.95%
20171024,14724000,1.00%
20171025,14847500,1.01%
20171026,14862000,1.01%
20171027,14873000,1.01%
20171028,14961500,1.01%
20171029,14961500,1.01%
20171030,14961500,1.01%
20171031,15019500,1.02%
20171101,15030000,1.02%
20171102,14863500,1.01%
20171103,14824500,1.01%
20171104,14691000,1.00%
20171105,14691000,1.00%
20171106,14691000,1.00%
20171107,14668500,1.00%
20171108,14688000,1.00%
20171109,14695500,1.00%
20171110,14967000,1.02%
20171111,14959000,1.01%
20171112,14959000,1.01%
20171113,14959000,1.01%
20171114,14981500,1.02%
20171115,15189000,1.03%
20171116,15823500,1.07%
20171117,17266000,1.17%
20171118,17246500,1.17%
20171119,17246500,1.17%
20171120,17246500,1.17%
20171121,17045500,1.16%
20171122,22100500,1.50%
20171123,25881500,1.76%
20171124,27830500,1.89%
20171125,27824000,1.89%
