20171117,375500,1.06%
20171118,820000,2.33%
20171119,820000,2.33%
20171120,820000,2.33%
20171121,915000,2.60%
20171122,1023500,2.91%
20171123,1057000,3.00%
20171124,1007000,2.86%
20171125,1159000,3.29%
