date,holding_num,holding_perc
20171018,10539200,4.11%
20171019,10539200,4.11%
20171020,10539200,4.11%
20171021,10521600,4.10%
20171023,10521600,4.10%
20171024,10521600,4.10%
20171025,10520000,4.10%
20171026,10476400,4.09%
20171027,10476400,4.09%
20171028,10476400,4.09%
20171029,10476400,4.09%
20171030,10476400,4.09%
20171031,10476400,4.09%
20171101,10476400,4.09%
20171102,10476400,4.09%
20171103,10476400,4.09%
20171104,10466400,4.08%
20171105,10466400,4.08%
20171106,10466400,4.08%
20171107,10312400,4.02%
20171108,10288000,4.01%
20171109,10288000,4.01%
20171110,10282000,4.01%
20171111,10282000,4.01%
20171112,10282000,4.01%
20171113,10282000,4.01%
20171114,10282000,4.01%
20171115,10282000,4.01%
20171116,10264000,4.00%
20171117,10264000,4.00%
20171118,10248800,4.00%
20171119,10248800,4.00%
20171120,10248800,4.00%
20171121,10244000,3.99%
20171122,10244000,3.99%
20171123,10244000,3.99%
20171124,10244000,3.99%
20171125,10244000,3.99%
