date,holding_num,holding_perc
20171018,13181077,0.19%
20171019,13169077,0.19%
20171020,13241077,0.19%
20171021,13253077,0.19%
20171023,13253077,0.19%
20171024,13311077,0.20%
20171025,13307077,0.19%
20171026,13311077,0.19%
20171027,13301077,0.19%
20171028,13317077,0.19%
20171029,13317077,0.19%
20171030,13317077,0.19%
20171031,13311077,0.19%
20171101,13327077,0.20%
20171102,13307077,0.19%
20171103,13333077,0.20%
20171104,13312176,0.20%
20171105,13312176,0.20%
20171106,13312176,0.20%
20171107,11294587,0.16%
20171108,11300587,0.16%
20171109,11312587,0.16%
20171110,11276587,0.16%
20171111,11228587,0.16%
20171112,11228587,0.16%
20171113,11228587,0.16%
20171114,11222587,0.16%
20171115,11228587,0.16%
20171116,11240587,0.16%
20171117,11224587,0.16%
20171118,11230587,0.16%
20171119,11230587,0.16%
20171120,11230587,0.16%
20171121,11232587,0.16%
20171122,11210587,0.16%
20171123,11136587,0.16%
20171124,10986587,0.16%
20171125,10980587,0.16%
