date,holding_num,holding_perc
20171018,188345379,1.71%
20171019,188563379,1.71%
20171020,188135379,1.70%
20171021,188179379,1.70%
20171023,188179379,1.70%
20171024,188335379,1.70%
20171025,188255379,1.70%
20171026,188305379,1.71%
20171027,188345379,1.71%
20171028,188473379,1.71%
20171029,188473379,1.71%
20171030,188473379,1.71%
20171031,188421379,1.71%
20171101,188311379,1.71%
20171102,188013379,1.71%
20171103,186029379,1.69%
20171104,185561647,1.69%
20171105,185561647,1.69%
20171106,185561647,1.69%
20171107,185577647,1.69%
20171108,184973647,1.67%
20171109,185059647,1.68%
20171110,185048647,1.68%
20171111,185878647,1.68%
20171112,185878647,1.68%
20171113,185878647,1.68%
20171114,186534647,1.69%
20171115,186738647,1.70%
20171116,186578647,1.69%
20171117,189214647,1.72%
20171118,188554647,1.71%
20171119,188554647,1.71%
20171120,188554647,1.71%
20171121,188704647,1.71%
20171122,188742647,1.71%
20171123,188810647,1.71%
20171124,189328647,1.72%
20171125,198818647,1.80%
