date,holding_num,holding_perc
20171018,7211500,0.26%
20171019,7216500,0.26%
20171020,7215000,0.26%
20171021,7214500,0.26%
20171023,7214500,0.26%
20171024,7211500,0.26%
20171025,7212500,0.26%
20171026,7255000,0.26%
20171027,7292000,0.26%
20171028,7301000,0.26%
20171029,7301000,0.26%
20171030,7301000,0.26%
20171031,7297500,0.26%
20171101,7297500,0.26%
20171102,7282000,0.26%
20171103,7283500,0.26%
20171104,7194000,0.26%
20171105,7194000,0.26%
20171106,7194000,0.26%
20171107,7079500,0.26%
20171108,7079000,0.26%
20171109,7080000,0.26%
20171110,7061000,0.26%
20171111,7049000,0.26%
20171112,7049000,0.26%
20171113,7049000,0.26%
20171114,7039000,0.25%
20171115,7040500,0.25%
20171116,7037500,0.25%
20171117,7010000,0.25%
20171118,7000000,0.25%
20171119,7000000,0.25%
20171120,7000000,0.25%
20171121,6988000,0.25%
20171122,6988000,0.25%
20171123,6990500,0.25%
20171124,6987000,0.25%
20171125,6982000,0.25%
