date,holding_num,holding_perc
20171018,66325156,5.05%
20171019,65880156,5.02%
20171020,66002156,5.03%
20171021,66445156,5.06%
20171023,66445156,5.06%
20171024,66972156,5.10%
20171025,68862156,5.25%
20171026,69495156,5.29%
20171027,69942156,5.33%
20171028,69889156,5.32%
20171029,69889156,5.32%
20171030,69889156,5.32%
20171031,69462156,5.29%
20171101,69036156,5.26%
20171102,68793156,5.24%
20171103,67854156,5.17%
20171104,69746156,5.31%
20171105,69746156,5.31%
20171106,69746156,5.31%
20171107,70890156,5.40%
20171108,70927156,5.40%
20171109,72600156,5.52%
20171110,75706156,5.77%
20171111,77060156,5.87%
20171112,77060156,5.87%
20171113,77060156,5.87%
20171114,79047156,6.02%
20171115,79853156,6.08%
20171116,82160156,6.26%
20171117,83223156,6.34%
20171118,84969156,6.48%
20171119,84969156,6.48%
20171120,84969156,6.48%
20171121,88767156,6.76%
20171122,90439156,6.89%
20171123,92195156,7.03%
20171124,98949156,7.54%
20171125,97600156,7.43%
