date,holding_num,holding_perc
20171018,993517401,4.87%
20171019,992860601,4.87%
20171020,992707801,4.87%
20171021,992179001,4.86%
20171023,992179001,4.86%
20171024,991156201,4.85%
20171025,991108601,4.85%
20171026,990810601,4.85%
20171027,990540957,4.85%
20171028,990579757,4.85%
20171029,990579757,4.85%
20171030,990579757,4.85%
20171031,990567357,4.85%
20171101,994623276,4.87%
20171102,999058476,4.89%
20171103,1006125660,4.94%
20171104,1006838057,4.94%
20171105,1006838057,4.94%
20171106,1006838057,4.94%
20171107,1008036457,4.95%
20171108,1009223657,4.96%
20171109,1010505657,4.96%
20171110,1010555257,4.96%
20171111,1010256057,4.96%
20171112,1010256057,4.96%
20171113,1010256057,4.96%
20171114,1012099657,4.97%
20171115,1012052057,4.97%
20171116,1012503657,4.97%
20171117,1012522857,4.97%
20171118,1011606057,4.97%
20171119,1011606057,4.97%
20171120,1011606057,4.97%
20171121,1011622857,4.97%
20171122,1011350857,4.97%
20171123,1011843104,4.97%
20171124,1006356629,4.95%
20171125,1006308937,4.94%
