date,holding_num,holding_perc
20171018,162065000,2.54%
20171019,161854000,2.54%
20171020,161852000,2.53%
20171021,162930000,2.55%
20171023,162930000,2.55%
20171024,163480000,2.56%
20171025,163563000,2.56%
20171026,163626000,2.57%
20171027,162710000,2.55%
20171028,163403000,2.56%
20171029,163403000,2.56%
20171030,163403000,2.56%
20171031,163684000,2.56%
20171101,163857000,2.57%
20171102,164974000,2.59%
20171103,164042000,2.57%
20171104,164210000,2.57%
20171105,164210000,2.57%
20171106,164210000,2.57%
20171107,164192000,2.57%
20171108,164399000,2.58%
20171109,164235000,2.58%
20171110,164259000,2.58%
20171111,164852000,2.58%
20171112,164852000,2.58%
20171113,164852000,2.58%
20171114,165188000,2.59%
20171115,165297000,2.59%
20171116,165498000,2.59%
20171117,165832000,2.60%
20171118,165850000,2.60%
20171119,165850000,2.60%
20171120,165850000,2.60%
20171121,165788000,2.60%
20171122,165900000,2.60%
20171123,165951000,2.60%
20171124,166137000,2.60%
20171125,166266000,2.61%
