date,holding_num,holding_perc
20171018,65285000,3.04%
20171019,65235000,3.04%
20171020,65393000,3.04%
20171021,65721000,3.06%
20171023,65721000,3.06%
20171024,66166000,3.08%
20171025,66818000,3.11%
20171026,66600000,3.10%
20171027,66076000,3.08%
20171028,67506000,3.14%
20171029,67506000,3.14%
20171030,67506000,3.14%
20171031,69011000,3.21%
20171101,67336000,3.13%
20171102,67343000,3.13%
20171103,67612000,3.15%
20171104,68106000,3.17%
20171105,68106000,3.17%
20171106,68106000,3.17%
20171107,68938000,3.21%
20171108,68936000,3.21%
20171109,70235000,3.27%
20171110,70513000,3.28%
20171111,71697000,3.34%
20171112,71697000,3.34%
20171113,71697000,3.34%
20171114,75640000,3.52%
20171115,75937000,3.54%
20171116,76364000,3.56%
20171117,79019000,3.68%
20171118,80981000,3.77%
20171119,80981000,3.77%
20171120,80981000,3.77%
20171121,82691000,3.85%
20171122,84067000,3.91%
20171123,84946000,3.96%
20171124,85601000,3.99%
20171125,87148000,4.06%
