date,holding_num,holding_perc
20171018,158928000,1.00%
20171019,159674000,1.00%
20171020,159568000,1.00%
20171021,161348000,1.01%
20171023,161348000,1.01%
20171024,161332000,1.01%
20171025,161790000,1.02%
20171026,170586000,1.07%
20171027,179794000,1.13%
20171028,171022000,1.07%
20171029,171022000,1.07%
20171030,171022000,1.07%
20171031,195500000,1.23%
20171101,222284000,1.40%
20171102,235234000,1.48%
20171103,242244000,1.52%
20171104,257296000,1.62%
20171105,257296000,1.62%
20171106,257296000,1.62%
20171107,266950000,1.68%
20171108,239462000,1.51%
20171109,234136000,1.47%
20171110,236006000,1.48%
20171111,240094000,1.51%
20171112,240094000,1.51%
20171113,240094000,1.51%
20171114,257706000,1.62%
20171115,267856000,1.68%
20171116,265484000,1.67%
20171117,300340000,1.89%
20171118,303664000,1.91%
20171119,303664000,1.91%
20171120,303664000,1.91%
20171121,306382000,1.93%
20171122,308816000,1.94%
20171123,304614000,1.92%
20171124,315158000,1.98%
20171125,324240000,2.04%
