date,holding_num,holding_perc
20171018,18048839,1.25%
20171019,18014839,1.24%
20171020,17964839,1.24%
20171021,17970839,1.24%
20171023,17970839,1.24%
20171024,17982839,1.24%
20171025,17076839,1.18%
20171026,17086839,1.18%
20171027,17130839,1.18%
20171028,17136839,1.18%
20171029,17136839,1.18%
20171030,17136839,1.18%
20171031,17136839,1.18%
20171101,17144839,1.18%
20171102,17136839,1.18%
20171103,16486839,1.14%
20171104,15378839,1.06%
20171105,15378839,1.06%
20171106,15378839,1.06%
20171107,15506839,1.07%
20171108,15514839,1.08%
20171109,15510839,1.08%
20171110,15510839,1.08%
20171111,15506839,1.08%
20171112,15506839,1.08%
20171113,15506839,1.08%
20171114,15508839,1.08%
20171115,15512839,1.08%
20171116,15286839,1.06%
20171117,15288839,1.06%
20171118,14840839,1.03%
20171119,14840839,1.03%
20171120,14840839,1.03%
20171121,14832839,1.03%
20171122,14792839,1.02%
20171123,14750839,1.01%
20171124,14676839,1.01%
20171125,14624839,1.01%
