date,holding_num,holding_perc
20171018,11166000,0.21%
20171019,10388000,0.20%
20171020,10372000,0.20%
20171021,10482000,0.20%
20171023,10482000,0.20%
20171024,10476000,0.20%
20171025,9280000,0.18%
20171026,9312000,0.18%
20171027,9412000,0.18%
20171028,9488000,0.18%
20171029,9488000,0.18%
20171030,9488000,0.18%
20171031,10166000,0.15%
20171101,10926000,0.16%
20171102,10984000,0.16%
20171103,11920000,0.17%
20171104,12218000,0.18%
20171105,12218000,0.18%
20171106,12218000,0.18%
20171107,12266000,0.18%
20171108,12912000,0.19%
20171109,12596000,0.18%
20171110,12874000,0.19%
20171111,12750000,0.18%
20171112,12750000,0.18%
20171113,12750000,0.18%
20171114,11344000,0.16%
20171115,11710000,0.17%
20171116,11158000,0.16%
20171117,10898000,0.16%
20171118,11310000,0.16%
20171119,11310000,0.16%
20171120,11310000,0.16%
20171121,11762000,0.17%
20171122,12080000,0.17%
20171123,11984000,0.17%
20171124,12084000,0.17%
20171125,12334000,0.18%
