date,holding_num,holding_perc
20171018,111266000,1.46%
20171019,111193000,1.46%
20171020,110904500,1.46%
20171021,110889000,1.45%
20171023,110889000,1.45%
20171024,111030500,1.46%
20171025,110920000,1.46%
20171026,111020000,1.46%
20171027,110236500,1.45%
20171028,109925500,1.45%
20171029,109925500,1.45%
20171030,109925500,1.45%
20171031,109467000,1.44%
20171101,108346500,1.43%
20171102,108727000,1.43%
20171103,107472000,1.42%
20171104,107166000,1.41%
20171105,107166000,1.41%
20171106,107166000,1.41%
20171107,107345500,1.41%
20171108,106865500,1.40%
20171109,106113500,1.39%
20171110,105593500,1.38%
20171111,105300500,1.38%
20171112,105300500,1.38%
20171113,105300500,1.38%
20171114,99382500,1.30%
20171115,99309500,1.30%
20171116,90206000,1.19%
20171117,90273000,1.19%
20171118,88624500,1.16%
20171119,88624500,1.16%
20171120,88624500,1.16%
20171121,87468000,1.15%
20171122,85182000,1.12%
20171123,79552500,1.04%
20171124,79594000,1.04%
20171125,79772000,1.04%
