date,holding_num,holding_perc
20171018,105806000,8.15%
20171019,105966000,8.17%
20171020,105202000,8.11%
20171021,105222000,8.11%
20171023,105222000,8.11%
20171024,105778000,8.15%
20171025,104922000,8.08%
20171026,103522000,7.98%
20171027,101454000,7.81%
20171028,100330000,7.74%
20171029,100330000,7.74%
20171030,100330000,7.74%
20171031,99860000,7.70%
20171101,99588000,7.68%
20171102,99592000,7.67%
20171103,99592000,7.67%
20171104,102566000,7.90%
20171105,102566000,7.90%
20171106,102566000,7.90%
20171107,104926000,8.08%
20171108,106078000,8.17%
20171109,108254000,8.35%
20171110,111522000,8.60%
20171111,114362000,8.81%
20171112,114362000,8.81%
20171113,114362000,8.81%
20171114,118308000,9.12%
20171115,118480000,9.13%
20171116,120310000,9.27%
20171117,121606000,9.37%
20171118,122904000,9.47%
20171119,122904000,9.47%
20171120,122904000,9.47%
20171121,123940000,9.55%
20171122,123950000,9.55%
20171123,124456000,9.60%
20171124,124822000,9.62%
20171125,124394000,9.59%
