date,holding_num,holding_perc
20171018,10328000,0.25%
20171019,10132000,0.25%
20171020,10136000,0.25%
20171021,9990000,0.24%
20171023,9990000,0.24%
20171024,9781000,0.23%
20171025,10373000,0.25%
20171026,10330000,0.25%
20171027,9874000,0.24%
20171028,9829000,0.24%
20171029,9829000,0.24%
20171030,9829000,0.24%
20171031,9392000,0.22%
20171101,9558000,0.23%
20171102,9559000,0.23%
20171103,9549000,0.23%
20171104,9451000,0.23%
20171105,9451000,0.23%
20171106,9451000,0.23%
20171107,9043000,0.22%
20171108,9067000,0.22%
20171109,8605000,0.21%
20171110,8607000,0.21%
20171111,8606000,0.21%
20171112,8606000,0.21%
20171113,8606000,0.21%
20171114,8007000,0.19%
20171115,7698000,0.18%
20171116,7433000,0.17%
20171117,7487000,0.18%
20171118,7501000,0.18%
20171119,7501000,0.18%
20171120,7501000,0.18%
20171121,4854000,0.12%
20171122,4890000,0.12%
20171123,4903000,0.12%
20171124,4960000,0.12%
20171125,5009000,0.12%
