date,holding_num,holding_perc
20171018,3274000,0.22%
20171019,4020000,0.27%
20171020,4066000,0.27%
20171021,4088000,0.27%
20171023,4088000,0.27%
20171024,4133000,0.28%
20171025,4151000,0.28%
20171026,4203000,0.28%
20171027,4349000,0.29%
20171028,4336000,0.29%
20171029,4336000,0.29%
20171030,4336000,0.29%
20171031,4344000,0.29%
20171101,4340000,0.29%
20171102,4339000,0.29%
20171103,4077000,0.27%
20171104,3773000,0.25%
20171105,3773000,0.25%
20171106,3773000,0.25%
20171107,3540000,0.24%
20171108,3541000,0.24%
20171109,3541000,0.24%
20171110,3558000,0.24%
20171111,3547000,0.24%
20171112,3547000,0.24%
20171113,3547000,0.24%
20171114,3459000,0.23%
20171115,3351000,0.22%
20171116,3389000,0.23%
20171117,3370000,0.22%
20171118,3420000,0.23%
20171119,3420000,0.23%
20171120,3420000,0.23%
20171121,3424000,0.23%
20171122,3489000,0.23%
20171123,4308000,0.29%
20171124,4301000,0.29%
20171125,4323000,0.29%
