date,holding_num,holding_perc
20171018,161826000,2.55%
20171019,171882000,2.71%
20171020,176364000,2.78%
20171021,178336000,2.82%
20171023,178336000,2.82%
20171024,175990000,2.78%
20171025,171116000,2.70%
20171026,175882000,2.77%
20171027,192858000,3.04%
20171028,195110000,3.08%
20171029,195110000,3.08%
20171030,195110000,3.08%
20171031,197868000,3.12%
20171101,203966000,3.22%
20171102,206410000,3.26%
20171103,206334000,3.25%
20171104,206304000,3.25%
20171105,206304000,3.25%
20171106,206304000,3.25%
20171107,206896000,3.27%
20171108,212354000,3.35%
20171109,219574000,3.47%
20171110,230118000,3.63%
20171111,237636000,3.75%
20171112,237636000,3.75%
20171113,237636000,3.75%
20171114,240578000,3.80%
20171115,240958000,3.80%
20171116,242446000,3.83%
20171117,240956000,3.81%
20171118,237300000,3.75%
20171119,237300000,3.75%
20171120,237300000,3.75%
20171121,238606000,3.77%
20171122,231458000,3.66%
20171123,230234000,3.63%
20171124,233024000,3.68%
20171125,232010000,3.67%
