date,holding_num,holding_perc
20171018,6720000,0.06%
20171019,6720000,0.06%
20171020,6720000,0.06%
20171021,6720000,0.06%
20171023,6720000,0.06%
20171024,6710000,0.06%
20171025,6710000,0.06%
20171026,6710000,0.06%
20171027,6710000,0.06%
20171028,6700000,0.06%
20171029,6700000,0.06%
20171030,6700000,0.06%
20171031,6700000,0.06%
20171101,6700000,0.06%
20171102,6570000,0.05%
20171103,6570000,0.05%
20171104,6570000,0.05%
20171105,6570000,0.05%
20171106,6570000,0.05%
20171107,6570000,0.05%
20171108,6570000,0.05%
20171109,6570000,0.05%
20171110,5940000,0.05%
20171111,5940000,0.05%
20171112,5940000,0.05%
20171113,5940000,0.05%
20171114,5940000,0.05%
20171115,5740000,0.05%
20171116,5740000,0.05%
20171117,5740000,0.05%
20171118,5740000,0.05%
20171119,5740000,0.05%
20171120,5740000,0.05%
20171121,5740000,0.05%
20171122,5670000,0.05%
20171123,5670000,0.05%
20171124,5670000,0.05%
20171125,5670000,0.05%
