date,holding_num,holding_perc
20171018,65682000,29.86%
20171019,65536000,29.79%
20171020,65108000,29.60%
20171021,65616000,29.83%
20171023,65616000,29.83%
20171024,65612000,29.82%
20171025,64880000,29.49%
20171026,63764000,28.99%
20171027,64074000,29.12%
20171028,63606000,28.91%
20171029,63606000,28.91%
20171030,63606000,28.91%
20171031,63624000,28.92%
20171101,64244000,29.20%
20171102,64364000,29.26%
20171103,63542000,28.88%
20171104,63400000,28.82%
20171105,63400000,28.82%
20171106,63400000,28.82%
20171107,63050000,28.67%
20171108,62420000,28.38%
20171109,62108000,28.24%
20171110,61806000,28.10%
20171111,61876000,28.13%
20171112,61876000,28.13%
20171113,61876000,28.13%
20171114,61616000,28.01%
20171115,60834000,27.65%
20171116,60316000,27.42%
20171117,58762000,26.71%
20171118,58042000,26.38%
20171119,58042000,26.38%
20171120,58042000,26.38%
20171121,57982000,26.36%
20171122,57772000,26.26%
20171123,57656000,26.21%
20171124,57266000,26.03%
20171125,57350000,26.07%
