date,holding_num,holding_perc
20171018,70043662,0.94%
20171019,72947662,0.97%
20171020,72881662,0.97%
20171021,72597662,0.97%
20171023,72597662,0.97%
20171024,72369662,0.97%
20171025,72265662,0.97%
20171026,70397662,0.94%
20171027,70377662,0.94%
20171028,67183662,0.90%
20171029,67183662,0.90%
20171030,67183662,0.90%
20171031,67457662,0.90%
20171101,67239662,0.90%
20171102,66223662,0.88%
20171103,66307662,0.88%
20171104,66367662,0.88%
20171105,66367662,0.88%
20171106,66367662,0.88%
20171107,66129662,0.88%
20171108,64577662,0.86%
20171109,64759662,0.86%
20171110,64027662,0.85%
20171111,64843662,0.87%
20171112,64843662,0.87%
20171113,64843662,0.87%
20171114,67323662,0.89%
20171115,69113662,0.92%
20171116,70057662,0.93%
20171117,71641662,0.96%
20171118,76249662,1.02%
20171119,76249662,1.02%
20171120,76249662,1.02%
20171121,77031662,1.03%
20171122,79225662,1.06%
20171123,80635662,1.08%
20171124,81715662,1.09%
20171125,82327662,1.10%
