date,holding_num,holding_perc
20171018,228181000,4.38%
20171019,227988000,4.37%
20171020,227603500,4.37%
20171021,227566000,4.36%
20171023,227566000,4.36%
20171024,227253000,4.36%
20171025,225987500,4.34%
20171026,225485500,4.33%
20171027,224671500,4.31%
20171028,225810000,4.33%
20171029,225810000,4.33%
20171030,225810000,4.33%
20171031,225839500,4.34%
20171101,225625000,4.33%
20171102,226055000,4.34%
20171103,225295000,4.33%
20171104,225561500,4.33%
20171105,225561500,4.33%
20171106,225561500,4.33%
20171107,224719500,4.31%
20171108,224919500,4.32%
20171109,225433000,4.33%
20171110,224648000,4.31%
20171111,224037000,4.30%
20171112,224037000,4.30%
20171113,224037000,4.30%
20171114,224097500,4.30%
20171115,225701500,4.33%
20171116,226320500,4.34%
20171117,226759000,4.35%
20171118,227973500,4.38%
20171119,227973500,4.38%
20171120,227973500,4.38%
20171121,219762500,4.22%
20171122,218086000,4.18%
20171123,216560000,4.16%
20171124,215175000,4.13%
20171125,212137500,4.07%
