date,holding_num,holding_perc
20171018,628000,0.01%
20171019,554000,0.01%
20171020,546000,0.01%
20171021,590000,0.01%
20171023,590000,0.01%
20171024,588000,0.01%
20171025,614000,0.01%
20171026,820000,0.02%
20171027,858000,0.02%
20171028,740000,0.02%
20171029,740000,0.02%
20171030,740000,0.02%
20171031,852000,0.02%
20171101,852000,0.02%
20171102,1154000,0.03%
20171103,1164000,0.03%
20171104,1550000,0.04%
20171105,1550000,0.04%
20171106,1550000,0.04%
20171107,1940000,0.05%
20171108,1932000,0.05%
20171109,2234000,0.06%
20171110,2170000,0.06%
20171111,2170000,0.06%
20171112,2170000,0.06%
20171113,2170000,0.06%
20171114,2578000,0.07%
20171115,2648000,0.07%
20171116,2992000,0.08%
20171117,3248000,0.09%
20171118,3430000,0.10%
20171119,3430000,0.10%
20171120,3430000,0.10%
20171121,3476000,0.10%
20171122,3448000,0.10%
20171123,3556000,0.10%
20171124,3738000,0.10%
20171125,3690000,0.10%
