date,holding_num,holding_perc
20171018,257281419,1.95%
20171019,257683419,1.95%
20171020,252300419,1.91%
20171021,249718419,1.89%
20171023,249718419,1.89%
20171024,248255419,1.88%
20171025,247677419,1.88%
20171026,248948419,1.88%
20171027,250754419,1.90%
20171028,250479419,1.89%
20171029,250479419,1.89%
20171030,250479419,1.89%
20171031,250762419,1.90%
20171101,249919419,1.89%
20171102,250941419,1.90%
20171103,251217419,1.90%
20171104,251574419,1.90%
20171105,251574419,1.90%
20171106,251574419,1.90%
20171107,252451427,1.91%
20171108,252864427,1.91%
20171109,245785427,1.86%
20171110,232341427,1.75%
20171111,231030427,1.75%
20171112,231030427,1.75%
20171113,231030427,1.75%
20171114,231878427,1.75%
20171115,231837427,1.75%
20171116,232437427,1.75%
20171117,232141427,1.75%
20171118,232663427,1.76%
20171119,232663427,1.76%
20171120,232663427,1.76%
20171121,232796427,1.76%
20171122,232819427,1.76%
20171123,232524427,1.76%
20171124,231860427,1.75%
20171125,231164427,1.75%
