date,holding_num,holding_perc
20171018,361740100,7.85%
20171019,367910100,7.99%
20171020,364016100,7.91%
20171021,369198100,8.01%
20171023,369198100,8.01%
20171024,370882100,8.05%
20171025,368968100,8.01%
20171026,371864100,8.08%
20171027,370784100,8.05%
20171028,371500100,8.07%
20171029,371500100,8.07%
20171030,371500100,8.07%
20171031,372738100,8.10%
20171101,374242100,8.13%
20171102,372040100,8.08%
20171103,366464100,7.96%
20171104,346658787,7.53%
20171105,346658787,7.53%
20171106,346658787,7.53%
20171107,341286787,7.41%
20171108,339212787,7.37%
20171109,337920787,7.34%
20171110,337084787,7.32%
20171111,337392787,7.32%
20171112,337392787,7.32%
20171113,337392787,7.32%
20171114,335716787,7.29%
20171115,334340787,7.26%
20171116,331022787,7.19%
20171117,323830787,7.03%
20171118,313988787,6.82%
20171119,313988787,6.82%
20171120,313988787,6.82%
20171121,304344787,6.61%
20171122,299476787,6.50%
20171123,295340787,6.41%
20171124,296606787,6.44%
20171125,297590787,6.46%
