date,holding_num,holding_perc
20171018,73836000,1.52%
20171019,73752000,1.52%
20171020,73788000,1.52%
20171021,73792000,1.52%
20171023,73792000,1.52%
20171024,73790000,1.52%
20171025,73754000,1.52%
20171026,73838000,1.52%
20171027,73900000,1.52%
20171028,73912000,1.52%
20171029,73912000,1.52%
20171030,73912000,1.52%
20171031,73910000,1.52%
20171101,73980000,1.52%
20171102,74130000,1.53%
20171103,74088000,1.52%
20171104,74094000,1.52%
20171105,74094000,1.52%
20171106,74094000,1.52%
20171107,74256000,1.53%
20171108,74486000,1.53%
20171109,74612000,1.53%
20171110,75366000,1.55%
20171111,75338000,1.55%
20171112,75338000,1.55%
20171113,75338000,1.55%
20171114,75372000,1.55%
20171115,75370000,1.55%
20171116,75660000,1.56%
20171117,75522000,1.55%
20171118,75730000,1.56%
20171119,75730000,1.56%
20171120,75730000,1.56%
20171121,75642000,1.56%
20171122,75470000,1.56%
20171123,75490000,1.56%
20171124,75510000,1.56%
20171125,75682000,1.56%
