date,holding_num,holding_perc
20171018,25740000,1.02%
20171019,26152000,1.04%
20171020,26096000,1.03%
20171021,25973000,1.03%
20171023,25973000,1.03%
20171024,25944000,1.03%
20171025,25965000,1.03%
20171026,26485000,1.05%
20171027,27072000,1.08%
20171028,27159000,1.08%
20171029,27159000,1.08%
20171030,27159000,1.08%
20171031,27457000,1.09%
20171101,27641000,1.10%
20171102,27931000,1.11%
20171103,27800000,1.10%
20171104,27723000,1.10%
20171105,27723000,1.10%
20171106,27723000,1.10%
20171107,26910000,1.07%
20171108,26939000,1.07%
20171109,27036000,1.07%
20171110,27478000,1.08%
20171111,28496000,1.12%
20171112,28496000,1.12%
20171113,28496000,1.12%
20171114,28925000,1.14%
20171115,29850000,1.18%
20171116,29887000,1.18%
20171117,28629000,1.13%
20171118,28787000,1.14%
20171119,28787000,1.14%
20171120,28787000,1.14%
20171121,29180000,1.15%
20171122,29380000,1.17%
20171123,29180000,1.15%
20171124,28932000,1.14%
20171125,28934000,1.14%
