date,holding_num,holding_perc
20171018,2061000,0.06%
20171019,2048500,0.06%
20171020,2056000,0.06%
20171021,1759500,0.05%
20171023,1759500,0.05%
20171024,1760000,0.05%
20171025,1760000,0.05%
20171026,1756000,0.05%
20171027,1756000,0.05%
20171028,1763000,0.05%
20171029,1763000,0.05%
20171030,1763000,0.05%
20171031,1760000,0.05%
20171101,1758000,0.05%
20171102,1756000,0.05%
20171103,1686000,0.05%
20171104,1687500,0.05%
20171105,1687500,0.05%
20171106,1687500,0.05%
20171107,1687500,0.05%
20171108,1689500,0.05%
20171109,1679000,0.05%
20171110,1675000,0.05%
20171111,1686000,0.05%
20171112,1686000,0.05%
20171113,1686000,0.05%
20171114,1686000,0.05%
20171115,1686000,0.05%
20171116,1685500,0.05%
20171117,1684000,0.05%
20171118,1684500,0.05%
20171119,1684500,0.05%
20171120,1684500,0.05%
20171121,1684500,0.05%
20171122,1684500,0.05%
20171123,1684500,0.05%
20171124,1684500,0.05%
20171125,1684500,0.05%
