date,holding_num,holding_perc
20171018,25289533,0.08%
20171019,25655533,0.08%
20171020,25924533,0.08%
20171021,26222533,0.08%
20171023,26222533,0.08%
20171024,26609533,0.08%
20171025,26814533,0.08%
20171026,26914533,0.08%
20171027,27406533,0.08%
20171028,26970533,0.08%
20171029,26970533,0.08%
20171030,26970533,0.08%
20171031,26950533,0.08%
20171101,26925533,0.08%
20171102,26778533,0.08%
20171103,26781533,0.08%
20171104,26900533,0.08%
20171105,26900533,0.08%
20171106,26900533,0.08%
20171107,28203533,0.08%
20171108,28878533,0.09%
20171109,29067533,0.09%
20171110,28952533,0.09%
20171111,29149533,0.09%
20171112,29149533,0.09%
20171113,29149533,0.09%
20171114,30553533,0.09%
20171115,34318533,0.11%
20171116,38281533,0.12%
20171117,39399533,0.12%
20171118,39690533,0.12%
20171119,39690533,0.12%
20171120,39690533,0.12%
20171121,39668533,0.12%
20171122,39810533,0.12%
20171123,43329533,0.14%
20171124,45133533,0.14%
20171125,46828533,0.15%
