date,holding_num,holding_perc
20171018,1383765337,10.19%
20171019,1391418337,10.24%
20171020,1403120337,10.33%
20171021,1411818337,10.39%
20171023,1411818337,10.39%
20171024,1419233337,10.45%
20171025,1419498337,10.46%
20171026,1422669337,10.47%
20171027,1427349337,10.51%
20171028,1425150337,10.50%
20171029,1425150337,10.50%
20171030,1425150337,10.50%
20171031,1427696337,10.52%
20171101,1432146337,10.55%
20171102,1430871337,10.54%
20171103,1434567337,10.56%
20171104,1431268337,10.54%
20171105,1431268337,10.54%
20171106,1431268337,10.54%
20171107,1438531337,10.59%
20171108,1436663337,10.58%
20171109,1439067337,10.60%
20171110,1427686337,10.51%
20171111,1414958337,10.42%
20171112,1414958337,10.42%
20171113,1414958337,10.42%
20171114,1403898337,10.33%
20171115,1390241337,10.24%
20171116,1378071337,10.14%
20171117,1360881337,10.02%
20171118,1367198337,10.07%
20171119,1367198337,10.07%
20171120,1367198337,10.07%
20171121,1368451337,10.07%
20171122,1371074337,10.09%
20171123,1376069337,10.13%
20171124,1384488337,10.20%
20171125,1389811337,10.24%
