date,holding_num,holding_perc
20171018,242100000,7.94%
20171019,241878000,7.94%
20171020,242272000,7.95%
20171021,242356000,7.95%
20171023,242356000,7.95%
20171024,241594000,7.93%
20171025,241462000,7.92%
20171026,241544000,7.93%
20171027,240852000,7.91%
20171028,241044000,7.92%
20171029,241044000,7.92%
20171030,241044000,7.92%
20171031,240934000,7.91%
20171101,240826000,7.90%
20171102,240512000,7.89%
20171103,240144000,7.88%
20171104,239768000,7.87%
20171105,239768000,7.87%
20171106,239768000,7.87%
20171107,239540000,7.86%
20171108,238856000,7.84%
20171109,237322000,7.79%
20171110,236488000,7.76%
20171111,235522000,7.73%
20171112,235522000,7.73%
20171113,235522000,7.73%
20171114,233708000,7.68%
20171115,234104000,7.69%
20171116,234200000,7.69%
20171117,234330000,7.69%
20171118,234440000,7.70%
20171119,234440000,7.70%
20171120,234440000,7.70%
20171121,234598000,7.70%
20171122,234270000,7.69%
20171123,233138000,7.65%
20171124,232752000,7.64%
20171125,233076000,7.65%
