date,holding_num,holding_perc
20171018,324380238,4.06%
20171019,324158238,4.06%
20171020,324066238,4.06%
20171021,321272238,4.02%
20171023,321272238,4.02%
20171024,321660238,4.03%
20171025,321454238,4.02%
20171026,321176238,4.02%
20171027,318642238,3.99%
20171028,319588238,4.01%
20171029,319588238,4.01%
20171030,319588238,4.01%
20171031,317956238,3.99%
20171101,318310238,3.99%
20171102,318210238,3.98%
20171103,314586238,3.94%
20171104,313468238,3.93%
20171105,313468238,3.93%
20171106,313468238,3.93%
20171107,311080238,3.90%
20171108,309340238,3.88%
20171109,309078238,3.87%
20171110,308342238,3.86%
20171111,307944238,3.86%
20171112,307944238,3.86%
20171113,307944238,3.86%
20171114,307736238,3.86%
20171115,307758238,3.86%
20171116,306050238,3.83%
20171117,306248238,3.83%
20171118,306172238,3.83%
20171119,306172238,3.83%
20171120,306172238,3.83%
20171121,306383972,3.83%
20171122,306171972,3.79%
20171123,306365972,3.80%
20171124,306799972,3.80%
20171125,307869972,3.81%
