date,holding_num,holding_perc
20171018,8525511,1.58%
20171019,8479011,1.57%
20171020,8528511,1.58%
20171021,8513011,1.58%
20171023,8513011,1.58%
20171024,8644511,1.60%
20171025,8620511,1.60%
20171026,8560511,1.59%
20171027,8584011,1.59%
20171028,8331511,1.55%
20171029,8331511,1.55%
20171030,8331511,1.55%
20171031,8362011,1.55%
20171101,8278011,1.54%
20171102,8313511,1.54%
20171103,8452511,1.57%
20171104,8385511,1.56%
20171105,8385511,1.56%
20171106,8385511,1.56%
20171107,8445011,1.57%
20171108,8395011,1.56%
20171109,8613011,1.59%
20171110,8655011,1.61%
20171111,8510511,1.58%
20171112,8510511,1.58%
20171113,8510511,1.58%
20171114,8645011,1.60%
20171115,8567011,1.59%
20171116,8354011,1.55%
20171117,8333011,1.54%
20171118,8302011,1.54%
20171119,8302011,1.54%
20171120,8302011,1.54%
20171121,8256511,1.53%
20171122,8259511,1.53%
20171123,8331511,1.55%
20171124,8418511,1.56%
20171125,8382011,1.55%
