date,holding_num,holding_perc
20171018,130432000,2.12%
20171019,126699000,2.05%
20171020,126889000,2.06%
20171021,126718000,2.06%
20171023,126718000,2.06%
20171024,127030000,2.06%
20171025,126875000,2.06%
20171026,127963000,2.08%
20171027,128643000,2.09%
20171028,128682000,2.09%
20171029,128682000,2.09%
20171030,128682000,2.09%
20171031,129262000,2.10%
20171101,129793000,2.11%
20171102,129737000,2.11%
20171103,129912000,2.11%
20171104,130100000,2.11%
20171105,130100000,2.11%
20171106,130100000,2.11%
20171107,130162000,2.11%
20171108,130156000,2.11%
20171109,130523000,2.11%
20171110,131139000,2.13%
20171111,131189000,2.13%
20171112,131189000,2.13%
20171113,131189000,2.13%
20171114,130619000,2.12%
20171115,127648000,2.07%
20171116,127448000,2.07%
20171117,127554000,2.07%
20171118,127548000,2.07%
20171119,127548000,2.07%
20171120,127548000,2.07%
20171121,125395000,2.03%
20171122,125101000,2.03%
20171123,125143000,2.03%
20171124,124712000,2.02%
20171125,124345000,2.02%
