date,holding_num,holding_perc
20171018,25269000,1.38%
20171019,25269000,1.38%
20171020,25268000,1.38%
20171021,25268000,1.38%
20171023,25268000,1.38%
20171024,25268000,1.38%
20171025,25259000,1.38%
20171026,25259000,1.38%
20171027,25259000,1.38%
20171028,25248000,1.38%
20171029,25248000,1.38%
20171030,25248000,1.38%
20171031,25248000,1.38%
20171101,25248000,1.38%
20171102,25248000,1.38%
20171103,25248000,1.38%
20171104,25248000,1.38%
20171105,25248000,1.38%
20171106,25248000,1.38%
20171107,25248000,1.38%
20171108,25248000,1.38%
20171109,25248000,1.38%
20171110,25248000,1.38%
20171111,25248000,1.38%
20171112,25248000,1.38%
20171113,25248000,1.38%
20171114,25248000,1.38%
20171115,25247000,1.38%
20171116,25227000,1.38%
20171117,25217000,1.38%
20171118,25217000,1.38%
20171119,25217000,1.38%
20171120,25217000,1.38%
20171121,25217000,1.38%
20171122,25217000,1.38%
20171123,25207000,1.38%
20171124,25197000,1.38%
20171125,25197000,1.38%
