date,holding_num,holding_perc
20171018,973100,0.21%
20171019,975100,0.21%
20171020,978100,0.21%
20171021,976800,0.21%
20171023,976800,0.21%
20171024,977900,0.21%
20171025,977800,0.21%
20171026,981600,0.21%
20171027,977000,0.21%
20171028,1002000,0.22%
20171029,1002000,0.22%
20171030,1002000,0.22%
20171031,979700,0.21%
20171101,983600,0.22%
20171102,977800,0.21%
20171103,1039800,0.23%
20171104,1060700,0.23%
20171105,1060700,0.23%
20171106,1060700,0.23%
20171107,1078800,0.23%
20171108,1143900,0.25%
20171109,1267000,0.28%
20171110,1342100,0.30%
20171111,1322300,0.30%
20171112,1322300,0.30%
20171113,1322300,0.30%
20171114,1327300,0.30%
20171115,1328700,0.30%
20171116,1295000,0.29%
20171117,1300300,0.29%
20171118,1271100,0.28%
20171119,1271100,0.28%
20171120,1271100,0.28%
20171121,1271900,0.28%
20171122,1263600,0.28%
20171123,1263800,0.28%
20171124,1226600,0.27%
20171125,1200100,0.26%
