date,holding_num,holding_perc
20171018,11946000,0.34%
20171019,11828500,0.34%
20171020,11864000,0.34%
20171021,11832500,0.34%
20171023,11832500,0.34%
20171024,11678000,0.33%
20171025,10876500,0.31%
20171026,11026500,0.32%
20171027,11119000,0.32%
20171028,11210500,0.32%
20171029,11210500,0.32%
20171030,11210500,0.32%
20171031,11284000,0.32%
20171101,10902500,0.31%
20171102,10935000,0.31%
20171103,10451500,0.30%
20171104,10307000,0.29%
20171105,10307000,0.29%
20171106,10307000,0.29%
20171107,10126000,0.29%
20171108,10105000,0.29%
20171109,9355000,0.27%
20171110,8945000,0.25%
20171111,8975500,0.26%
20171112,8975500,0.26%
20171113,8975500,0.26%
20171114,8989500,0.26%
20171115,8972500,0.26%
20171116,9000500,0.26%
20171117,9000000,0.25%
20171118,8900000,0.25%
20171119,8900000,0.25%
20171120,8900000,0.25%
20171121,8667500,0.25%
20171122,9032000,0.26%
20171123,8747500,0.25%
20171124,8675500,0.25%
20171125,8760500,0.25%
