date,holding_num,holding_perc
20171018,12799500,0.94%
20171019,13033000,0.96%
20171020,13066500,0.96%
20171021,13593000,1.00%
20171023,13593000,1.00%
20171024,13804000,1.02%
20171025,13894500,1.02%
20171026,14017500,1.03%
20171027,14427000,1.06%
20171028,14538500,1.07%
20171029,14538500,1.07%
20171030,14538500,1.07%
20171031,14508000,1.07%
20171101,14954500,1.10%
20171102,15238000,1.12%
20171103,15908500,1.17%
20171104,16412500,1.21%
20171105,16412500,1.21%
20171106,16412500,1.21%
20171107,16625000,1.22%
20171108,18177000,1.34%
20171109,19164500,1.28%
20171110,19966000,1.33%
20171111,20342500,1.36%
20171112,20342500,1.36%
20171113,20342500,1.36%
20171114,20435500,1.36%
20171115,20548000,1.37%
20171116,21171500,1.41%
20171117,21325500,1.42%
20171118,21521500,1.43%
20171119,21521500,1.43%
20171120,21521500,1.43%
20171121,22026500,1.47%
20171122,23215500,1.55%
20171123,23615500,1.57%
20171124,23976000,1.60%
20171125,24366000,1.63%
