date,holding_num,holding_perc
20171018,498603830,22.52%
20171019,497703830,22.48%
20171020,496395830,22.42%
20171021,493711830,22.30%
20171023,493711830,22.30%
20171024,494489830,22.33%
20171025,493533830,22.29%
20171026,497091023,22.45%
20171027,498567023,22.51%
20171028,497451023,22.47%
20171029,497451023,22.47%
20171030,497451023,22.47%
20171031,494539023,22.33%
20171101,493207023,22.28%
20171102,493497023,22.29%
20171103,489011023,22.08%
20171104,491287449,22.19%
20171105,491287449,22.19%
20171106,491287449,22.19%
20171107,493800431,22.30%
20171108,492082431,22.22%
20171109,487177455,22.00%
20171110,482357455,21.78%
20171111,483381455,21.83%
20171112,483381455,21.83%
20171113,483381455,21.83%
20171114,487155455,22.00%
20171115,489393455,22.10%
20171116,488109455,22.05%
20171117,487531455,22.01%
20171118,489303455,22.10%
20171119,489303455,22.10%
20171120,489303455,22.10%
20171121,490648455,22.16%
20171122,490116455,22.13%
20171123,487144455,22.00%
20171124,489376455,22.11%
20171125,492452455,22.24%
