date,holding_num,holding_perc
20171018,3596000,0.09%
20171019,3658000,0.09%
20171020,3710000,0.10%
20171021,3710000,0.10%
20171023,3710000,0.10%
20171024,3722000,0.10%
20171025,3768000,0.10%
20171026,3846000,0.10%
20171027,3930000,0.10%
20171028,3914000,0.10%
20171029,3914000,0.10%
20171030,3914000,0.10%
20171031,3920000,0.10%
20171101,3822000,0.10%
20171102,3880000,0.10%
20171103,3914000,0.10%
20171104,3928000,0.10%
20171105,3928000,0.10%
20171106,3928000,0.10%
20171107,3934000,0.10%
20171108,3908000,0.10%
20171109,3888000,0.10%
20171110,3954000,0.10%
20171111,3972000,0.10%
20171112,3972000,0.10%
20171113,3972000,0.10%
20171114,3992000,0.10%
20171115,4062000,0.11%
20171116,4220000,0.11%
20171117,4280000,0.11%
20171118,4432000,0.12%
20171119,4432000,0.12%
20171120,4432000,0.12%
20171121,4430000,0.12%
20171122,4378000,0.11%
20171123,4422000,0.12%
20171124,4490000,0.12%
20171125,4520000,0.12%
