date,holding_num,holding_perc
20171018,42924000,2.91%
20171019,42959000,2.91%
20171020,42461000,2.88%
20171021,42279000,2.86%
20171023,42279000,2.86%
20171024,41141000,2.79%
20171025,41472000,2.81%
20171026,43531000,2.95%
20171027,43456000,2.94%
20171028,41948000,2.84%
20171029,41948000,2.84%
20171030,41948000,2.84%
20171031,41418000,2.80%
20171101,41442000,2.81%
20171102,41523000,2.81%
20171103,41764000,2.82%
20171104,41701000,2.82%
20171105,41701000,2.82%
20171106,41701000,2.82%
20171107,41543000,2.82%
20171108,42034000,2.85%
20171109,42598000,2.88%
20171110,43091000,2.92%
20171111,43258000,2.93%
20171112,43258000,2.93%
20171113,43258000,2.93%
20171114,43666000,2.95%
20171115,42672000,2.90%
20171116,43623000,2.96%
20171117,44538000,3.01%
20171118,44451000,3.01%
20171119,44451000,3.01%
20171120,44451000,3.01%
20171121,43138000,2.92%
20171122,43796000,2.96%
20171123,44031000,2.98%
20171124,43896000,2.97%
20171125,44145000,2.99%
