date,holding_num,holding_perc
20171018,20387500,0.91%
20171019,21218000,0.95%
20171020,20893000,0.94%
20171021,20920000,0.94%
20171023,20920000,0.94%
20171024,20777000,0.93%
20171025,23330500,1.05%
20171026,23213500,1.04%
20171027,22828000,1.02%
20171028,22838000,1.02%
20171029,22838000,1.02%
20171030,22838000,1.02%
20171031,22923000,1.03%
20171101,22807500,1.02%
20171102,22727000,1.02%
20171103,23099000,1.04%
20171104,23074000,1.03%
20171105,23074000,1.03%
20171106,23074000,1.03%
20171107,21740000,0.97%
20171108,21361500,0.96%
20171109,20812500,0.93%
20171110,20290000,0.91%
20171111,19770500,0.89%
20171112,19770500,0.89%
20171113,19770500,0.89%
20171114,19147500,0.86%
20171115,18721000,0.84%
20171116,18163500,0.81%
20171117,17632000,0.79%
20171118,17334500,0.78%
20171119,17334500,0.78%
20171120,17334500,0.78%
20171121,17286500,0.77%
20171122,17020000,0.76%
20171123,16544000,0.74%
20171124,15818500,0.71%
20171125,15530000,0.69%
