date,holding_num,holding_perc
20171018,141140980,21.71%
20171019,141955380,21.83%
20171020,143364640,22.05%
20171021,148230740,22.80%
20171023,148230740,22.80%
20171024,149331540,22.97%
20171025,149718560,23.03%
20171026,150759560,23.19%
20171027,154640460,23.78%
20171028,155360420,23.89%
20171029,155360420,23.89%
20171030,155360420,23.89%
20171031,152729520,23.49%
20171101,155674020,23.94%
20171102,158097620,24.32%
20171103,160285420,24.65%
20171104,162970220,25.06%
20171105,162970220,25.06%
20171106,162970220,25.06%
20171107,163757620,25.19%
20171108,164282020,25.27%
20171109,164491680,25.30%
20171110,164189080,25.25%
20171111,164241913,25.26%
20171112,164241913,25.26%
20171113,164241913,25.26%
20171114,166059813,25.54%
20171115,168539633,25.92%
20171116,169610293,26.09%
20171117,173181193,26.64%
20171118,172997093,26.61%
20171119,172997093,26.61%
20171120,172997093,26.61%
20171121,172577693,26.54%
20171122,174712893,26.87%
20171123,176830093,27.20%
20171124,177112073,27.24%
20171125,177526273,27.30%
