date,holding_num,holding_perc
20171018,16276000,1.41%
20171019,16286000,1.41%
20171020,16288000,1.41%
20171021,16420000,1.42%
20171023,16420000,1.42%
20171024,16848000,1.46%
20171025,17972000,1.56%
20171026,18836000,1.63%
20171027,18856000,1.63%
20171028,18640000,1.61%
20171029,18640000,1.61%
20171030,18640000,1.61%
20171031,18590000,1.61%
20171101,18692000,1.62%
20171102,18974000,1.64%
20171103,19614000,1.70%
20171104,20912000,1.81%
20171105,20912000,1.81%
20171106,20912000,1.81%
20171107,20798000,1.80%
20171108,20870000,1.81%
20171109,21538000,1.87%
20171110,22502000,1.95%
20171111,22912000,1.99%
20171112,22912000,1.99%
20171113,22912000,1.99%
20171114,23010000,1.99%
20171115,23182000,2.01%
20171116,24178000,2.10%
20171117,24318000,2.11%
20171118,24338000,2.11%
20171119,24338000,2.11%
20171120,24338000,2.11%
20171121,24354000,2.11%
20171122,24190000,2.10%
20171123,24156000,2.09%
20171124,24152000,2.09%
20171125,24106000,2.09%
