date,holding_num,holding_perc
20171018,37112339,0.37%
20171019,36165339,0.36%
20171020,34573339,0.35%
20171021,32606339,0.32%
20171023,32606339,0.32%
20171024,32492339,0.32%
20171025,30688339,0.30%
20171026,30464339,0.30%
20171027,30466339,0.30%
20171028,30470339,0.30%
20171029,30470339,0.30%
20171030,30470339,0.30%
20171031,30424339,0.30%
20171101,30308339,0.30%
20171102,30226339,0.30%
20171103,30217339,0.30%
20171104,30367339,0.30%
20171105,30367339,0.30%
20171106,30367339,0.30%
20171107,30372339,0.30%
20171108,30903339,0.30%
20171109,29079339,0.28%
20171110,27270339,0.27%
20171111,27256339,0.27%
20171112,27256339,0.27%
20171113,27256339,0.27%
20171114,27279339,0.27%
20171115,26818339,0.26%
20171116,26421339,0.26%
20171117,26456339,0.26%
20171118,26467283,0.26%
20171119,26467283,0.26%
20171120,26467283,0.26%
20171121,26432283,0.26%
20171122,26448283,0.26%
20171123,26451283,0.26%
20171124,26403283,0.26%
20171125,26358283,0.26%
