date,holding_num,holding_perc
20171018,679780000,3.03%
20171019,688935000,3.07%
20171020,692925000,3.09%
20171021,696955000,3.10%
20171023,696955000,3.10%
20171024,695195000,3.10%
20171025,697755000,3.11%
20171026,700810000,3.12%
20171027,705875000,3.14%
20171028,711320000,3.17%
20171029,711320000,3.17%
20171030,711320000,3.17%
20171031,718130000,3.20%
20171101,724590000,3.23%
20171102,722090000,3.22%
20171103,734230000,3.27%
20171104,740595000,3.30%
20171105,740595000,3.30%
20171106,740595000,3.30%
20171107,746290000,3.32%
20171108,761035000,3.39%
20171109,781985000,3.48%
20171110,791175000,3.52%
20171111,813195000,3.62%
20171112,813195000,3.62%
20171113,813195000,3.62%
20171114,823595000,3.67%
20171115,829675000,3.70%
20171116,864220000,3.85%
20171117,871530000,3.88%
20171118,885770000,3.95%
20171119,885770000,3.95%
20171120,885770000,3.95%
20171121,910570000,4.06%
20171122,951955000,4.24%
20171123,961795000,4.29%
20171124,971630000,4.33%
20171125,973815000,4.34%
