date,holding_num,holding_perc
20171018,33598000,0.93%
20171019,33598000,0.93%
20171020,33598000,0.93%
20171021,33450000,0.92%
20171023,33450000,0.92%
20171024,33454000,0.92%
20171025,33454000,0.92%
20171026,33244000,0.92%
20171027,33242000,0.92%
20171028,33240000,0.92%
20171029,33240000,0.92%
20171030,33240000,0.92%
20171031,33236000,0.92%
20171101,33236000,0.92%
20171102,32122000,0.89%
20171103,32018000,0.88%
20171104,31940000,0.88%
20171105,31940000,0.88%
20171106,31940000,0.88%
20171107,31920000,0.88%
20171108,31866000,0.88%
20171109,31864000,0.88%
20171110,31720000,0.88%
20171111,31700000,0.88%
20171112,31700000,0.88%
20171113,31700000,0.88%
20171114,31002000,0.86%
20171115,30876000,0.85%
20171116,28392000,0.78%
20171117,28174000,0.78%
20171118,26456000,0.73%
20171119,26456000,0.73%
20171120,26456000,0.73%
20171121,25412000,0.70%
20171122,24976000,0.69%
20171123,24650000,0.68%
20171124,24348000,0.67%
20171125,23522000,0.65%
