date,holding_num,holding_perc
20171018,154000,0.00%
20171019,154000,0.00%
20171020,156000,0.00%
20171021,156000,0.00%
20171023,156000,0.00%
20171024,156000,0.00%
20171025,156000,0.00%
20171026,155000,0.00%
20171027,317000,0.01%
20171028,698000,0.03%
20171029,698000,0.03%
20171030,698000,0.03%
20171031,811000,0.04%
20171101,899000,0.04%
20171102,908000,0.04%
20171103,913000,0.05%
20171104,987000,0.05%
20171105,987000,0.05%
20171106,987000,0.05%
20171107,1003000,0.05%
20171108,1030000,0.05%
20171109,1054000,0.05%
20171110,1269000,0.06%
20171111,1347000,0.07%
20171112,1347000,0.07%
20171113,1347000,0.07%
20171114,1429000,0.07%
20171115,1457000,0.08%
20171116,1813000,0.09%
20171117,1857000,0.10%
20171118,1855000,0.10%
20171119,1855000,0.10%
20171120,1855000,0.10%
20171121,1865000,0.10%
20171122,1865000,0.10%
20171123,1888000,0.10%
20171124,1999000,0.10%
20171125,2076000,0.11%
