date,holding_num,holding_perc
20171018,68031,0.00%
20171019,68031,0.00%
20171020,68031,0.00%
20171021,68031,0.00%
20171023,68031,0.00%
20171024,68031,0.00%
20171025,68031,0.00%
20171026,68031,0.00%
20171027,68031,0.00%
20171028,68031,0.00%
20171029,68031,0.00%
20171030,68031,0.00%
20171031,68031,0.00%
20171101,38031,0.00%
20171102,38031,0.00%
20171103,38031,0.00%
20171104,38031,0.00%
20171105,38031,0.00%
20171106,38031,0.00%
20171107,38031,0.00%
20171108,34698,0.00%
20171109,34698,0.00%
20171110,34698,0.00%
20171111,34698,0.00%
20171112,34698,0.00%
20171113,34698,0.00%
20171114,34698,0.00%
20171115,34698,0.00%
20171116,34698,0.00%
20171117,34698,0.00%
20171118,34698,0.00%
20171119,34698,0.00%
20171120,34698,0.00%
20171121,34031,0.00%
20171122,34031,0.00%
20171123,34031,0.00%
20171124,34031,0.00%
20171125,34031,0.00%
